system_equipment,equipment_description,equipment_code,equipment_level,parent_code,parent_level,type_travail,action_entity,date_declaration,date_fin,date_creation,cout_total,source
B7284T0027,PALETTISEUR P432-SCARA (P432-20) CERMEX,B7284T0027-PALPRO-ET,3,B7284T0027-PALPRO,2.0,CORR,LLK,2023-06-21,2023-06-21,2023-06-21,734.9860894314554,2023_CORRECTIF
B9305T0002,ATELIER,B9305T0002,1,,,CORR,LLK,2023-06-21,2023-06-21,2023-06-21,6278.50733161561,2023_CORRECTIF
BEC-ADM-R2_ETAG1_FRD,EQUIPEMENTS FROID ET CLIMATISATION 1ER ETAGE R+2,BEC-ADM-R2_ETAG1_FRD,1,,,CORR,BEC,2023-06-21,2023-06-21,2023-07-02,971.76,2023_CORRECTIF
BMA-BAT-CHAUDR,CHAUDRONNERIES_BATIMENT-MARGARINERIE,BMA-BAT-CHAUDR,1,,,CORR,BMA,2023-06-21,,2023-07-03,7016.9,2023_CORRECTIF
LLK-AC-1850C,Compresseur 40 bars TEMPO 1850 C,LLK-AC-1850C,1,,,CORR,LLK,2023-06-21,2023-06-21,2023-06-21,405.95,2023_CORRECTIF
B3623T1000,GROUPE ELECTROPOMPE POMPE A GAZ P250AE,B4313R1048-A001,2,B3623T1000,1.0,CORR,BS1,2023-06-22,,2023-06-22,469.97901664072117,2023_CORRECTIF
B7210T8004,LAVEUSE BOUTEILLES(SDA),B7210T8004,1,,,CORR,ELKS_UAP1,2023-06-22,,2023-10-22,0.0,2023_CORRECTIF
B7210T8004,LAVEUSE BOUTEILLES(SDA),B7210T8004,1,,,CORR,ELKS_UAP1,2023-06-22,,2023-10-22,0.0,2023_CORRECTIF
B7210T8004,LAVEUSE BOUTEILLES(SDA),B7210T8004,1,,,CORR,ELKS_UAP1,2023-06-22,,2023-06-26,0.0,2023_CORRECTIF
B7210T8004,LAVEUSE BOUTEILLES(SDA),B7210T8004,1,,,CORR,ELKS_UAP1,2023-06-22,2023-06-25,2023-07-15,1680.1719167,2023_CORRECTIF
B7214T0008,SOUFFLEUSE SBO 20 SIDEL,B7214T0008-RS,2,B7214T0008,1.0,CORR,LLK,2023-06-22,2023-06-22,2023-06-22,8569.94996218725,2023_CORRECTIF
B7216T0011,REMPLISSEUSE Combi SF SELECT GL 90/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN,B7216T0011-TRANSF-TC,3,B7216T0011-TRANSF,2.0,CORR,LLK,2023-06-22,2023-06-23,2023-06-23,242.96133333333333,2023_CORRECTIF
B7260T8001,PASTEURISATEUR REFROIDI À TUNNEL(SDA),B7260T8001,1,,,CORR,ELKS_UAP1,2023-06-22,2023-06-22,2023-06-22,1021.5632030833333,2023_CORRECTIF
B7272T0027,FARDELEUSE VARIOPAC PRO,B7272T0027,1,,,CORR,ELKS_UAP2,2023-06-22,2023-06-22,2023-06-22,2145.282726475,2023_CORRECTIF
B7284T0027,PALETTISEUR P432-SCARA (P432-20) CERMEX,B7284T0027-GRPROD-PO,3,B7284T0027-GRPROD,2.0,CORR,LLK,2023-06-22,2023-06-22,2023-06-22,280.0,2023_CORRECTIF
B7284T0027,PALETTISEUR P432-SCARA (P432-20) CERMEX,B7284T0027-GRPROD-TG,3,B7284T0027-GRPROD,2.0,CORR,LLK,2023-06-22,,2023-06-22,56233.517624537264,2023_CORRECTIF
B7284T0029,PALETTISEUR P432-SCARA (P432-20) CERMEX,B7284T0029-GRPROD-TG,3,B7284T0029-GRPROD,2.0,CORR,LLK,2023-06-22,,2023-06-22,0.0,2023_CORRECTIF
B7688R2000,CLIMATISATIONS,B7688R2000,1,,,CORR,BS1,2023-06-22,2023-06-22,2023-06-22,1728.0,2023_CORRECTIF
B7202T8002,DECAISSEUSE,B7202T8002,1,,,CORR,ELKS_UAP1,2023-06-23,2023-06-23,2023-06-23,4135.831763038936,2023_CORRECTIF
B7214T0008,SOUFFLEUSE SBO 20 SIDEL,B7214T0008-TRANSM,2,B7214T0008,1.0,CORR,LLK,2023-06-23,2023-06-23,2023-06-23,61447.418954717985,2023_CORRECTIF
B7214T0008,SOUFFLEUSE SBO 20 SIDEL,B7214T0008-RS-PS-19,4,B7214T0008-RS-PS,3.0,CORR,LLK,2023-06-23,2023-06-23,2023-06-23,373.3333333333333,2023_CORRECTIF
B7252T8003,ETIQUETEUSE DE BOUTEILLES  25 CL,B7252T8003,1,,,CORR,ELKS_UAP1,2023-06-23,2023-06-23,2023-06-25,3375.198912733333,2023_CORRECTIF
B7759T0019,CONVOYEUR MECANIQUE  GEBO,B7759T0019-UNIFIL,2,B7759T0019,1.0,CORR,LLK,2023-06-23,2023-06-23,2023-06-23,2386.62361522084,2023_CORRECTIF
B7214T0008,SOUFFLEUSE SBO 20 SIDEL,B7214T0008-RS-PS-13,4,B7214T0008-RS-PS,3.0,CORR,LLK,2023-06-24,2023-06-24,2023-06-24,470.6666666666667,2023_CORRECTIF
B7216T0011,REMPLISSEUSE Combi SF SELECT GL 90/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN,B7216T0011-TRANSF-TC,3,B7216T0011-TRANSF,2.0,CORR,LLK,2023-06-24,2023-06-24,2023-06-24,326.865,2023_CORRECTIF
B7216T0013,REMPLISSEUSE Combi SF SELECT BV 140/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN,B7216T0013-TRANSF,2,B7216T0013,1.0,CORR,LLK,2023-06-24,2023-06-24,2023-06-25,0.0,2023_CORRECTIF
B7216T0013,REMPLISSEUSE Combi SF SELECT BV 140/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN,B7216T0013-TRANSF-TC,3,B7216T0013-TRANSF,2.0,CORR,LLK,2023-06-24,2023-06-24,2023-06-24,1484.901,2023_CORRECTIF
B7216T0013,REMPLISSEUSE Combi SF SELECT BV 140/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN,B7216T0013,1,,,CORR,LLK,2023-06-24,2023-06-24,2023-06-27,3765.3333333333335,2023_CORRECTIF
B7252T0029,ETIQUETEUSE OPERA 300 SACMI,B7252T0029-GRETIQ-CT,3,B7252T0029-GRETIQ,2.0,CORR,LLK,2023-06-24,2023-06-24,2023-06-24,0.0,2023_CORRECTIF
B7272T0017,FARDELEUSE L3,B7272T0017-ENTPRO-CD,3,B7272T0017-ENTPRO,2.0,CORR,LLK,2023-06-24,2023-06-24,2023-06-24,233.33333333333334,2023_CORRECTIF
B6225T0001-S020,CUVE NEP 5X4000L(SDA),B7105T0117,2,B6225T0001-S020,1.0,CORR,ELKS_UAP2,2023-06-25,2023-06-25,2023-06-25,686.0603442625435,2023_CORRECTIF
B7214T0008,SOUFFLEUSE SBO 20 SIDEL,B7214T0008-RS-PS-01,4,B7214T0008-RS-PS,3.0,CORR,LLK,2023-06-25,2023-06-25,2023-06-25,152.96666666666667,2023_CORRECTIF
B7214T0010,SOUFFLEUSE SBO 20 SIDEL,B7214T0010-TRANSF,2,B7214T0010,1.0,CORR,LLK,2023-06-25,2023-06-25,2023-06-25,294.1666666666667,2023_CORRECTIF
B7216T0011,REMPLISSEUSE Combi SF SELECT GL 90/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN,B7216T0011-TRANSF-TC,3,B7216T0011-TRANSF,2.0,CORR,LLK,2023-06-25,2023-06-25,2023-06-25,13238.254871692407,2023_CORRECTIF
B7216T0011,REMPLISSEUSE Combi SF SELECT GL 90/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN,B7216T0011-TRANSF-ES,3,B7216T0011-TRANSF,2.0,CORR,LLK,2023-06-25,2023-06-25,2023-06-25,0.0,2023_CORRECTIF
B7216T0013,REMPLISSEUSE Combi SF SELECT BV 140/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN,B7216T0013-TRANSF,2,B7216T0013,1.0,CORR,LLK,2023-06-25,2023-06-25,2023-06-25,15557.215264860977,2023_CORRECTIF
B7216T0013,REMPLISSEUSE Combi SF SELECT BV 140/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN,B7216T0013-TRANSF,2,B7216T0013,1.0,CORR,LLK,2023-06-25,2023-06-26,2023-06-26,280.0,2023_CORRECTIF
B7218T0001,RINCEUSE,B7218T0001,1,,,CORR,ELKS_UAP2,2023-06-25,2023-06-25,2023-06-25,421.6497913,2023_CORRECTIF
B7252T0021,ETIQUETEUSE OPERA 300 SACMI,B7252T0021-STINFE-CA,3,B7252T0021-STINFE,2.0,CORR,LLK,2023-06-25,2023-06-25,2023-07-03,458.0,2023_CORRECTIF
B7272T0027,FARDELEUSE VARIOPAC PRO,B7272T0027,1,,,CORR,ELKS_UAP2,2023-06-25,2023-06-26,2023-06-25,421.6497913,2023_CORRECTIF
B7284T0027,PALETTISEUR P432-SCARA (P432-20) CERMEX,B7284T0027-PALPRO-ET,3,B7284T0027-PALPRO,2.0,CORR,LLK,2023-06-25,2023-06-25,2023-06-25,186.66666666666666,2023_CORRECTIF
B7688R2000,CLIMATISATIONS,B7688R2000,1,,,CORR,BS1,2023-06-25,2023-06-25,2023-06-25,1998.0000763333333,2023_CORRECTIF
B8638T0058,Groupe de production eau glacée FLASH-PASTO,B8638T0058,1,,,CORR,ELKS_DM_UT,2023-06-25,2023-06-25,2023-06-25,667.3911230333333,2023_CORRECTIF
BEC-ADM-REFEC_FRD,EQUIPEMENTS FROID ET CLIMATISATION REFECTOIRE,BEC-ADM-REFEC_FRD,1,,,CORR,BEC,2023-06-25,2023-06-25,2023-06-25,16675.60679794268,2023_CORRECTIF
B3669T0030,"COMPRESSEUR 40 BARS A VIS EXEMPT D HUILE ""ZDXTEND315/160 VSD""",B3669T0030,1,,,CORR,LLK,2023-06-26,2023-06-26,2023-06-26,32132.69153995908,2023_CORRECTIF
B7214T0008,SOUFFLEUSE SBO 20 SIDEL,B7214T0008,1,,,CORR,LLK,2023-06-26,2023-06-26,2023-06-26,2170.0,2023_CORRECTIF
B7214T0008,SOUFFLEUSE SBO 20 SIDEL,B7214T0008,1,,,CORR,LLK,2023-06-26,2023-06-26,2023-06-27,741.3,2023_CORRECTIF
B7214T0008,SOUFFLEUSE SBO 20 SIDEL,B7214T0008-TRANSF-TB,3,B7214T0008-TRANSF,2.0,CORR,LLK,2023-06-26,2023-06-26,2023-06-28,513.645,2023_CORRECTIF
B7214T0008,SOUFFLEUSE SBO 20 SIDEL,B7214T0008-ALPREF-TE,3,B7214T0008-ALPREF,2.0,CORR,LLK,2023-06-26,2023-06-26,2023-06-27,235.33333333333334,2023_CORRECTIF
B7214T8001,SOUFFLEUSE SBO 20 5767,B7214T8001,1,,,CORR,ELKS_UAP1,2023-06-26,2023-06-26,2023-06-27,112.37666666666667,2023_CORRECTIF
B7214T8001,SOUFFLEUSE SBO 20 5767,B7214T8001,1,,,CORR,ELKS_UAP1,2023-06-26,2023-06-26,2023-06-26,160.95365296666668,2023_CORRECTIF
B7216T0013,REMPLISSEUSE Combi SF SELECT BV 140/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN,B7216T0013,1,,,CORR,LLK,2023-06-26,2023-06-26,2023-06-26,172071.5264,2023_CORRECTIF
B7254T0103,DATEUR LASER D320I,B7254T0103,1,,,CORR,ELKS_UAP1,2023-06-26,2023-06-26,2023-06-27,669.087752,2023_CORRECTIF
B7254T0173,DATEUR INDUSTRIEL A JET D ENCRE AX350I,B7254T0173,1,,,CORR,ELKS_UAP2,2023-06-26,2023-06-26,2023-06-27,133.93581606,2023_CORRECTIF
B7258T0001,CONTRÔLE BOUCHON / NIVEAU HEUFT Basic V3.4,B7258T0001-POSTCO,2,B7258T0001,1.0,CORR,LLK,2023-06-26,2023-06-26,2023-07-02,96.0,2023_CORRECTIF
BEC-ADM-R2_ETAG1_FRD,EQUIPEMENTS FROID ET CLIMATISATION 1ER ETAGE R+2,BEC-ADM-R2_ETAG1_FRD,1,,,CORR,BEC,2023-06-26,2023-06-27,2023-07-02,1295.68,2023_CORRECTIF
BEC-ADM-REFEC_ELEC,INSTALLATIONS ELECTRIQUE REFECTOIRE,BEC-ADM-REFEC_ELEC,1,,,CORR,BEC,2023-06-26,2023-06-26,2023-06-30,0.0,2023_CORRECTIF
BEC-ADM-REFEC_ELEC,INSTALLATIONS ELECTRIQUE REFECTOIRE,BEC-ADM-REFEC_ELEC,1,,,CORR,BEC,2023-06-26,2023-06-26,2023-06-30,0.0,2023_CORRECTIF
B3677R0005,SECHEUR LEGUMES SECS (FD750),B3677R0005,1,,,CORR,BSC-LSC,2023-06-27,,2023-06-27,192323.34504040773,2023_CORRECTIF
B7214T0008,SOUFFLEUSE SBO 20 SIDEL,B7214T0008-RS-PS-03,4,B7214T0008-RS-PS,3.0,CORR,LLK,2023-06-27,2023-06-27,2023-06-27,25791.07208749884,2023_CORRECTIF
B7214T0010,SOUFFLEUSE SBO 20 SIDEL,B7214T0010-RS-PS-11,4,B7214T0010-RS-PS,3.0,CORR,LLK,2023-06-27,2023-06-27,2023-06-27,1588.5,2023_CORRECTIF
B7220T8001,MONOBLOC,B7220T8001,1,,,CORR,ELKS_UAP1,2023-06-27,2023-06-27,2023-07-04,612.93792185,2023_CORRECTIF
B7222T8003,ROBOT DE CONDIT - ENCAISSEUSE -,B7222T8003,1,,,CORR,ELKS_UAP1,2023-06-27,2023-06-27,2023-06-29,83.461231945,2023_CORRECTIF
B7272T0027,FARDELEUSE VARIOPAC PRO,B7272T0027,1,,,CORR,ELKS_UAP2,2023-06-27,2023-06-27,2023-06-27,7578.8036066365885,2023_CORRECTIF
B7759T8002,CONVOYEURS MECANIQUE GEBO,B7759T8002-J06,2,B7759T8002,1.0,CORR,ELKS_UAP1,2023-06-27,2023-06-27,2023-07-04,611.7029127279106,2023_CORRECTIF
B7214T0008,SOUFFLEUSE SBO 20 SIDEL,B7214T0008-RS-PS-19,4,B7214T0008-RS-PS,3.0,CORR,LLK,2023-06-28,2023-06-28,2023-06-28,112.068,2023_CORRECTIF
B7214T0008,SOUFFLEUSE SBO 20 SIDEL,B7214T0008-RS,2,B7214T0008,1.0,CORR,LLK,2023-06-28,2023-06-29,2023-06-29,0.0,2023_CORRECTIF
B7216T0013,REMPLISSEUSE Combi SF SELECT BV 140/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN,B7216T0013-TRANSF,2,B7216T0013,1.0,CORR,LLK,2023-06-28,2023-06-29,2023-06-29,0.0,2023_CORRECTIF
B7216T0013,REMPLISSEUSE Combi SF SELECT BV 140/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN,B7216T0013-TRANSF-TC,3,B7216T0013-TRANSF,2.0,CORR,LLK,2023-06-28,2023-06-28,2023-06-28,420.255,2023_CORRECTIF
B7216T0013,REMPLISSEUSE Combi SF SELECT BV 140/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN,B7216T0013-TRANSF,2,B7216T0013,1.0,CORR,LLK,2023-06-28,2023-06-28,2023-06-28,0.0,2023_CORRECTIF
B7252T0022,ETIQUETEUSE OPERA 300 SACMI,B7252T0022-GRETIQ-HM,3,B7252T0022-GRETIQ,2.0,CORR,LLK,2023-06-28,2023-06-28,2023-06-28,12150.19913376875,2023_CORRECTIF
B7214T0008,SOUFFLEUSE SBO 20 SIDEL,B7214T0008-ALPREF,2,B7214T0008,1.0,CORR,LLK,2023-06-29,2023-06-29,2023-06-29,0.0,2023_CORRECTIF
B7214T0010,SOUFFLEUSE SBO 20 SIDEL,B7214T0010-RS-PS-04,4,B7214T0010-RS-PS,3.0,CORR,LLK,2023-06-29,2023-06-29,2023-06-29,0.0,2023_CORRECTIF
B7216T0012,REMPLISSEUSE Combi SF SELECT GL 90/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN,B7216T0012-TRANSF-TC,3,B7216T0012-TRANSF,2.0,CORR,LLK,2023-06-29,2023-06-29,2023-06-29,1055.0,2023_CORRECTIF
B7216T0012,REMPLISSEUSE Combi SF SELECT GL 90/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN,B7216T0012-BOUCHE-BU,3,B7216T0012-BOUCHEUSE,2.0,CORR,LLK,2023-06-29,2023-06-29,2023-06-29,1412.0,2023_CORRECTIF
B7214T0007,SOUFFLEUSE SBO 20 SIDEL,B7214T0007-RS-PS-07,4,B7214T0007-RS-PS,3.0,CORR,LLK,2023-06-29,2023-06-29,2023-06-29,264.75,2023_CORRECTIF
B7216T0012,REMPLISSEUSE Combi SF SELECT GL 90/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN,B7216T0012-TRANSF-TC,3,B7216T0012-TRANSF,2.0,CORR,LLK,2023-06-29,2023-06-30,2023-06-30,0.0,2023_CORRECTIF
B7216T0013,REMPLISSEUSE Combi SF SELECT BV 140/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN,B7216T0013-TRANSF-TC,3,B7216T0013-TRANSF,2.0,CORR,LLK,2023-06-29,2023-06-29,2023-06-29,317.526,2023_CORRECTIF
B7220T8001,MONOBLOC,B7220T8001,1,,,CORR,ELKS_UAP1,2023-06-29,2023-06-29,2023-07-02,460.7443333333333,2023_CORRECTIF
B7759T8004,CONVOYEURS,B7759T8004,1,,,CORR,ELKS_UAP1,2023-06-29,2023-06-29,2023-06-29,599.1214735,2023_CORRECTIF
B7210T8004,LAVEUSE BOUTEILLES(SDA),B7210T8004,1,,,CORR,ELKS_UAP1,2023-06-30,2023-06-30,2023-07-01,564.91560895,2023_CORRECTIF
B7214T0008,SOUFFLEUSE SBO 20 SIDEL,B7214T0008-TRANSF-TB,3,B7214T0008-TRANSF,2.0,CORR,LLK,2023-06-30,2023-06-30,2023-06-30,9962.029765433368,2023_CORRECTIF
B7214T0008,SOUFFLEUSE SBO 20 SIDEL,B7214T0008-RS-PS,3,B7214T0008-RS,2.0,CORR,LLK,2023-06-30,2023-06-30,2023-06-30,1470.8333333333333,2023_CORRECTIF
B7220T8001,MONOBLOC,B7220T8001,1,,,CORR,ELKS_UAP1,2023-06-30,2023-06-30,2023-07-01,1264.4449700666667,2023_CORRECTIF
B7222T8003,ROBOT DE CONDIT - ENCAISSEUSE -,B7222T8003,1,,,CORR,ELKS_UAP1,2023-06-30,,2023-07-01,1828.5855015833333,2023_CORRECTIF
B7258T0017,INSPECTRICE BOUTEILLE VIDE  25 CL(SDA),B7258T0017,1,,,CORR,ELKS_UAP1,2023-06-30,2023-06-30,2023-06-30,838.5995518468538,2023_CORRECTIF
B7286T0022,BANDEROLEUSE AVEC COURONNE TOURNANTE GENESIS FUTURA L2,B7290T0004-EQSOMA-CP,3,B7290T0004-EQSOMA,2.0,CORR,LLK,2023-06-30,2023-07-01,2023-07-01,4039.9733333333334,2023_CORRECTIF
B7214T0007,SOUFFLEUSE SBO 20 SIDEL,B7214T0007-RS-PS-07,4,B7214T0007-RS-PS,3.0,CORR,LLK,2023-07-01,2023-07-01,2023-07-02,140.085,2023_CORRECTIF
B7214T0007,SOUFFLEUSE SBO 20 SIDEL,B7214T0007-RS-PS-09,4,B7214T0007-RS-PS,3.0,CORR,LLK,2023-07-01,2023-07-01,2023-07-01,0.0,2023_CORRECTIF
B7214T0007,SOUFFLEUSE SBO 20 SIDEL,B7214T0007-TRANSF-TB,3,B7214T0007-TRANSF,2.0,CORR,LLK,2023-07-01,2023-07-01,2023-07-01,470.6666666666667,2023_CORRECTIF
B7214T0010,SOUFFLEUSE SBO 20 SIDEL,B7214T0010-RS-PS-10,4,B7214T0010-RS-PS,3.0,CORR,LLK,2023-07-01,2023-07-01,2023-07-01,2087.4927709459657,2023_CORRECTIF
B7214T0010,SOUFFLEUSE SBO 20 SIDEL,B7214T0010-RS-PS-01,4,B7214T0010-RS-PS,3.0,CORR,LLK,2023-07-01,2023-07-01,2023-07-02,256.6666666666667,2023_CORRECTIF
B7214T0010,SOUFFLEUSE SBO 20 SIDEL,B7214T0010-FOURIR-RE,3,B7214T0010-FOURIR,2.0,CORR,LLK,2023-07-01,2023-07-01,2023-07-01,167653.45533372942,2023_CORRECTIF
B7222T8003,ROBOT DE CONDIT - ENCAISSEUSE -,B7222T8003,1,,,CORR,ELKS_UAP1,2023-07-01,2023-07-01,2023-07-01,9973.489892668831,2023_CORRECTIF
B7260T8001,PASTEURISATEUR REFROIDI À TUNNEL(SDA),B7260T8001,1,,,CORR,ELKS_UAP1,2023-07-01,2023-07-03,2023-07-03,99.2117156,2023_CORRECTIF
B7272T0016,FARDELEUSE TSM 4 SDI CERMEX-OC,B7272T0016-ENTRAI-NA,3,B7272T0016-ENTRAI,2.0,CORR,LLK,2023-07-01,2023-07-01,2023-07-01,9141.347792279359,2023_CORRECTIF
B7274T0001,POSEUSE DE POIGNEE M.E.T.E TWIN PACKS,B7274T0001-APLPOI-DC,3,B7274T0001-APLPOI,2.0,CORR,LLK,2023-07-01,2023-07-02,2023-07-01,163.53166666666664,2023_CORRECTIF
B7284T8001,PALETTISEUR P432-SCARA,B7284T8001,1,,,CORR,ELKS_UAP1,2023-07-01,2023-07-01,2023-07-01,3271.694578181447,2023_CORRECTIF
B6225T0003-S001,UNITE DE DESAERATION MOUTARDE,B6225T0003-S001,1,,,CORR,ELKS_UAP2,2023-07-02,2023-11-12,2023-07-02,752.723721,2023_CORRECTIF
B7203T0001,DEPALETTISEUR,B7203T0001,1,,,CORR,ELKS_UAP2,2023-07-02,2023-07-02,2023-07-02,1003.631628,2023_CORRECTIF
B7214T0007,SOUFFLEUSE SBO 20 SIDEL,B7214T0007-RS-PS-20,4,B7214T0007-RS-PS,3.0,CORR,LLK,2023-07-02,2023-07-02,2023-07-02,764.8333333333334,2023_CORRECTIF
B7214T0008,SOUFFLEUSE SBO 20 SIDEL,B7214T0008-RS-PS-16,4,B7214T0008-RS-PS,3.0,CORR,LLK,2023-07-02,2023-07-02,2023-07-02,1341.4,2023_CORRECTIF
B7214T0008,SOUFFLEUSE SBO 20 SIDEL,B7214T0008-RS-PS-19,4,B7214T0008-RS-PS,3.0,CORR,LLK,2023-07-02,2023-07-02,2023-07-02,0.0,2023_CORRECTIF
B7214T8001,SOUFFLEUSE SBO 20 5767,B7214T8001,1,,,CORR,ELKS_UAP1,2023-07-02,2023-07-03,2023-07-03,5672.824545783334,2023_CORRECTIF
B7223T0001,BOUCHEUSE UNIMAC-GHERRI(SDA),B7223T0001,1,,,CORR,ELKS_UAP2,2023-07-02,2023-07-02,2023-07-31,714.7454393516666,2023_CORRECTIF
B7252T0032,ETIQUETEUSE,B7252T0032,1,,,CORR,ELKS_UAP2,2023-07-02,2023-07-02,2023-07-02,250.907907,2023_CORRECTIF
B7252T0032,ETIQUETEUSE,B7252T0032,1,,,CORR,ELKS_UAP2,2023-07-02,2023-07-02,2023-07-03,465.41563492666666,2023_CORRECTIF
B7258T0009,INSPECTRICE DE BOCAL EBI(SDA),B7258T0009,1,,,CORR,ELKS_UAP2,2023-07-02,2023-07-02,2023-07-09,352.87763225,2023_CORRECTIF
B7270T0200,SLEEVEUSE,B7270T0200,1,,,CORR,ELKS_UAP2,2023-07-02,2023-07-03,2023-07-03,350458.0053592673,2023_CORRECTIF
B7272T0016,FARDELEUSE TSM 4 SDI CERMEX-OC,B7272T0016-ENTRAI-NA,3,B7272T0016-ENTRAI,2.0,CORR,LLK,2023-07-02,2023-07-02,2023-07-02,327.06333333333333,2023_CORRECTIF
B7272T0027,FARDELEUSE VARIOPAC PRO,B7272T0027-S061,3,B7272T0027-S004,2.0,CORR,ELKS_UAP2,2023-07-02,2023-07-02,2023-07-03,880.9653089683334,2023_CORRECTIF
B7272T0027,FARDELEUSE VARIOPAC PRO,B7272T0027,1,,,CORR,ELKS_UAP2,2023-07-02,2023-07-02,2023-07-03,3048.803198116667,2023_CORRECTIF
B7688R2000,CLIMATISATIONS,B7688R2000,1,,,CORR,BS1,2023-07-02,2023-07-02,2023-07-02,594.0,2023_CORRECTIF
B8602T0009,CHAUDIERE LOOS N°04,B8602T0009,1,,,CORR,BEU,2023-07-02,2023-07-14,2023-07-02,672.1,2023_CORRECTIF
BEC-ADM-R1_ETAG1_FRD,EQUIPEMENTS FROID ET CLIMATISATION 1ER ETAGE R+1,BEC-ADM-R1_ETAG1_FRD,1,,,CORR,BEC,2023-07-02,2023-07-02,2023-07-02,18221.08437554411,2023_CORRECTIF
B7203T0001,DEPALETTISEUR,B7203T0001,1,,,CORR,ELKS_UAP2,2023-07-03,2023-07-03,2023-07-04,74.4087867,2023_CORRECTIF
B6010T0013,PRESSE PI13,BCH11-UNIJECT-13,2,B6010T0013,1.0,CORR,UPL_S,2023-07-03,,2023-07-03,15923.35249743758,2023_CORRECTIF
B6522T0022,FILTRE NIAGARA-  616A2,V12-616A2,3,B6522R9999-22,2.0,CORR,BRH,2023-07-03,2023-07-16,2023-07-16,963.0,2023_CORRECTIF
B6522T0022,FILTRE NIAGARA-  616A2,V12-616A2,3,B6522R9999-22,2.0,CORR,BRH,2023-07-03,,2023-07-16,0.0,2023_CORRECTIF
B7203T0001,DEPALETTISEUR,B7203T0001,1,,,CORR,ELKS_UAP2,2023-07-03,2023-07-03,2023-07-03,382.30570011833333,2023_CORRECTIF
B7214T0008,SOUFFLEUSE SBO 20 SIDEL,B7214T0008-RS-PS-06,4,B7214T0008-RS-PS,3.0,CORR,LLK,2023-07-03,2023-07-03,2023-07-04,88.25,2023_CORRECTIF
B7214T0008,SOUFFLEUSE SBO 20 SIDEL,B7214T0008-RS-PS-06,4,B7214T0008-RS-PS,3.0,CORR,LLK,2023-07-03,2023-07-03,2023-07-03,0.0,2023_CORRECTIF
B7214T8001,SOUFFLEUSE SBO 20 5767,B7214T8001,1,,,CORR,ELKS_UAP1,2023-07-03,2023-07-03,2023-07-03,2775.264653145638,2023_CORRECTIF
B7252T0029,ETIQUETEUSE OPERA 300 SACMI,B7252T0029-GRETIQ,2,B7252T0029,1.0,CORR,LLK,2023-07-03,2023-07-03,2023-07-03,60451.13989177123,2023_CORRECTIF
B7254T0103,DATEUR LASER D320I,B7254T0103,1,,,CORR,ELKS_UAP1,2023-07-03,2023-07-03,2023-07-03,71444.72180236463,2023_CORRECTIF
B7254T0126,DATEUSE,B7254T0126-EXTRAC,2,B7254T0126,1.0,CORR,LLK,2023-07-03,2023-07-03,2023-07-03,25979.000923347918,2023_CORRECTIF
B7270T0200,SLEEVEUSE,B7270T0200,1,,,CORR,ELKS_UAP2,2023-07-03,2023-07-03,2023-07-03,23030.493646507017,2023_CORRECTIF
B7270T0200,SLEEVEUSE,B7270T0200,1,,,CORR,ELKS_UAP2,2023-07-03,2023-07-03,2023-07-03,498.65960885,2023_CORRECTIF
B7270T0200,SLEEVEUSE,B7270T0200,1,,,CORR,ELKS_UAP2,2023-07-03,2023-07-03,2023-07-04,7884.4630769,2023_CORRECTIF
B7272T8000,FARDELEUSE TSM 4 SDI,B7272T8000,1,,,CORR,ELKS_UAP1,2023-07-03,2023-07-03,2023-07-05,645.6178388,2023_CORRECTIF
B7274T0001,POSEUSE DE POIGNEE M.E.T.E TWIN PACKS,B7274T0001-APLPOI-DC,3,B7274T0001-APLPOI,2.0,CORR,LLK,2023-07-03,2023-07-03,2023-07-03,0.0,2023_CORRECTIF
B7284T0026,PALETTISEUR P432-SCARA (P432-20) CERMEX,B7284T0026-ARMELE,2,B7284T0026,1.0,CORR,LLK,2023-07-03,2023-07-03,2023-07-03,382.4166666666667,2023_CORRECTIF
