system_equipment,equipment_description,equipment_code,equipment_level,parent_code,parent_level,type_travail,action_entity,date_declaration,date_fin,date_creation,cout_total,source
B7252T0029,ETIQUETEUSE OPERA 300 SACMI,B7252T0029-STSUPE-TM,3,B7252T0029-STSUPE,2.0,CORR,LLK,2023-02-25,2023-04-08,2023-02-25,46.666666666666664,2023_CORRECTIF
B7284T0029,PALETTISEUR P432-SCARA (P432-20) CERMEX,B7284T0029-PINTER-BI,3,B7284T0029-PINTER,2.0,CORR,LLK,2023-02-25,2023-04-08,2023-02-26,0.0,2023_CORRECTIF
BLS-017599,SEMI-REMORQUE CITERNE N° SERIE VP3 SR34 B29 FSA 0387 / 017599,B7634T0124,2,BLS-017599,1.0,CORR,BLS,2023-02-25,2023-03-02,2023-02-25,4027.240833927251,2023_CORRECTIF
B7216T0012,REMPLISSEUSE Combi SF SELECT GL 90/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN,B7216T0012-BOUCHEUSE,2,B7216T0012,1.0,CORR,LLK,2023-02-26,2023-04-08,2023-02-26,989.3333333333334,2023_CORRECTIF
B7214T0007,SOUFFLEUSE SBO 20 SIDEL,B7214T0007-RS-PS-09,4,B7214T0007-RS-PS,3.0,CORR,LLK,2023-02-26,2023-04-08,2023-02-27,1918.916354365546,2023_CORRECTIF
B7270T0200,SLEEVEUSE,B7270T0200,1,,,CORR,ELKS_UAP2,2023-02-26,2023-06-01,2023-02-26,11731.332653755177,2023_CORRECTIF
B7272T0016,FARDELEUSE TSM 4 SDI CERMEX-OC,B7272T0016-ENTRAI-CY,3,B7272T0016-ENTRAI,2.0,CORR,LLK,2023-02-26,2023-04-08,2023-02-27,158.25,2023_CORRECTIF
B7284T0031,PALETTISEUR,B7284T0031,1,,,CORR,ELKS_UAP2,2023-02-26,2023-06-01,2023-02-27,1736.205023,2023_CORRECTIF
B7716T0020,NACELLE,B7716T0020,1,,,CORR,LLK,2023-02-26,2023-04-08,2023-02-26,2609.9953721136894,2023_CORRECTIF
B7759T0019,CONVOYEUR MECANIQUE  GEBO,B7759T0019,1,,,CORR,LLK,2023-02-26,2023-04-08,2023-02-26,76.33333333333333,2023_CORRECTIF
LLK-AC-1850D,Compresseur 40 bars TEMPO 1850 D,LLK-AC-1850D-ETACOM,2,LLK-AC-1850D,1.0,CORR,LLK,2023-02-26,2023-04-08,2023-02-26,2280.0,2023_CORRECTIF
B7202T8002,DECAISSEUSE,B7202T8002-J11,2,B7202T8002,1.0,CORR,ELKS_UAP1,2023-02-27,2023-06-01,2023-02-27,281.66889269166666,2023_CORRECTIF
B7203T0001,DEPALETTISEUR,B7203T0001-S002,2,B7203T0001,1.0,CORR,ELKS_UAP2,2023-02-27,2023-06-01,2023-03-01,448.793647965,2023_CORRECTIF
B7210T8004,LAVEUSE BOUTEILLES(SDA),B7210T8004,1,,,CORR,ELKS_UAP1,2023-02-27,2023-06-01,2023-03-01,559.2972093333333,2023_CORRECTIF
B7214T0007,SOUFFLEUSE SBO 20 SIDEL,B7214T0007,1,,,CORR,LLK,2023-02-27,2023-04-08,2023-02-27,339.3333333333333,2023_CORRECTIF
B7216T0012,REMPLISSEUSE Combi SF SELECT GL 90/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN,B7216T0012-BOUCHEUSE,2,B7216T0012,1.0,CORR,LLK,2023-02-27,2023-04-08,2023-02-28,3926.4666666666667,2023_CORRECTIF
B7216T0012,REMPLISSEUSE Combi SF SELECT GL 90/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN,B7216T0012-BOUCHE-TV,3,B7216T0012-BOUCHEUSE,2.0,CORR,LLK,2023-02-27,2023-04-08,2023-02-27,1124.6666666666667,2023_CORRECTIF
B7220T8001,MONOBLOC,B7220T8001,1,,,CORR,ELKS_UAP1,2023-02-27,2023-06-01,2023-03-01,419.472907,2023_CORRECTIF
B7222T8003,ROBOT DE CONDIT - ENCAISSEUSE -,B7222T8003,1,,,CORR,ELKS_UAP1,2023-02-27,2023-06-01,2023-03-01,5155.946182196916,2023_CORRECTIF
B7284T0031,PALETTISEUR,B7284T0031,1,,,CORR,ELKS_UAP2,2023-02-27,2023-06-01,2023-02-27,31185.962627364333,2023_CORRECTIF
B7688R2000,CLIMATISATIONS,B7688R2000,1,,,CORR,BS1,2023-02-27,2023-03-01,2023-02-27,4425.994246905799,2023_CORRECTIF
BEC-ADM-R1_ETAG1_FRD,EQUIPEMENTS FROID ET CLIMATISATION 1ER ETAGE R+1,BEC-ADM-R1_ETAG1_FRD,1,,,CORR,BEC,2023-02-27,2023-02-27,2023-03-01,647.84,2023_CORRECTIF
LLK-AC-1850D,Compresseur 40 bars TEMPO 1850 D,LLK-AC-1850D-ETACOM,2,LLK-AC-1850D,1.0,CORR,LLK,2023-02-27,2023-04-08,2023-02-27,31618.50021827058,2023_CORRECTIF
B6220T0002,VMC  B(SDA),B6220T0002,1,,,CORR,ELKS_UAP2,2023-02-28,2023-06-01,2023-02-28,100307.62066790715,2023_CORRECTIF
B7214T0007,SOUFFLEUSE SBO 20 SIDEL,B7214T0007-RS-PS-08,4,B7214T0007-RS-PS,3.0,CORR,LLK,2023-02-28,2023-04-08,2023-03-01,0.0,2023_CORRECTIF
B7216T0011,REMPLISSEUSE Combi SF SELECT GL 90/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN,B7216T0011-TRANSF-TC,3,B7216T0011-TRANSF,2.0,CORR,LLK,2023-02-28,2023-04-08,2023-03-01,0.0,2023_CORRECTIF
B7216T0012,REMPLISSEUSE Combi SF SELECT GL 90/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN,B7216T0012-BOUCHEUSE,2,B7216T0012,1.0,CORR,LLK,2023-02-28,2023-04-08,2023-02-28,1213.25,2023_CORRECTIF
B7216T0012,REMPLISSEUSE Combi SF SELECT GL 90/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN,B7216T0012-BOUCHEUSE,2,B7216T0012,1.0,CORR,LLK,2023-02-28,2023-04-08,2023-02-28,64.51868852459016,2023_CORRECTIF
B7216T8002,REMPLISSEUSE SF SELECT 140/15C,B7216T8002,1,,,CORR,ELKS_UAP1,2023-02-28,2023-06-01,2023-03-01,4474.377674666666,2023_CORRECTIF
B7217T0001,SOUTIREUSE,B7217T0001,1,,,CORR,ELKS_UAP2,2023-02-28,2023-11-12,2023-03-01,74.4087867,2023_CORRECTIF
B7218T0001,RINCEUSE,B7218T0001,1,,,CORR,ELKS_UAP2,2023-02-28,2023-06-01,2023-02-28,124.0146445,2023_CORRECTIF
B7220T8001,MONOBLOC,B7220T8001,1,,,CORR,ELKS_UAP1,2023-02-28,2023-06-01,2023-03-01,160.95365296666668,2023_CORRECTIF
B7220T8001,MONOBLOC,B7220T8001,1,,,CORR,ELKS_UAP1,2023-02-28,2023-06-01,2023-03-16,161.4044597,2023_CORRECTIF
B7252T0029,ETIQUETEUSE OPERA 300 SACMI,B7252T0029,1,,,CORR,LLK,2023-02-28,2023-04-08,2023-03-05,40534.87499918224,2023_CORRECTIF
B7270T0200,SLEEVEUSE,B7270T0200,1,,,CORR,ELKS_UAP2,2023-02-28,2023-06-01,2023-02-28,11398.112605266842,2023_CORRECTIF
B7272T0016,FARDELEUSE TSM 4 SDI CERMEX-OC,B7272T0016-ENTRAI-CY,3,B7272T0016-ENTRAI,2.0,CORR,LLK,2023-02-28,2023-04-08,2023-02-28,537.3183333333334,2023_CORRECTIF
B7290T0005,HOUSSEUSE COMBIPAL  THIMON,B7290T0005-SECHOU,2,B7290T0005,1.0,CORR,LLK,2023-02-28,2023-04-18,2023-04-18,0.0,2023_CORRECTIF
B7759T0021,CONVOYEUR MECANIQUE  GEBO,B7759T0021-PACKS,2,B7759T0021,1.0,CORR,LLK,2023-02-28,2023-04-08,2023-02-28,209.91666666666666,2023_CORRECTIF
B7759T0022,CONVOYEURS FARDEAUX,B7759T0022,1,,,CORR,ELKS_UAP2,2023-02-28,2023-06-01,2023-02-28,420.51,2023_CORRECTIF
B8602T0011,CHAUDIERE BABCOCK N°01,B8602T0011,1,,,CORR,ELKS_DM_UT,2023-02-28,2023-06-01,2023-04-05,242.893858525,2023_CORRECTIF
DATA-CENTER-FRD,EQUIPEMENTS FROID ET CLIMATISATION DATA-CENTER,DATA-CENTER-FRD,1,,,CORR,BEC,2023-02-28,2023-02-28,2023-02-28,1165.2772216238704,2023_CORRECTIF
ELKS_UAP2-DIV-BUR,BUREAUX,ELKS_UAP2-DIV-BUR-EC,2,ELKS_UAP2-DIV-BUR,1.0,CORR,ELKS_UAP2,2023-02-28,2023-06-01,2023-02-28,520.9,2023_CORRECTIF
LLK-AC-1850D,Compresseur 40 bars TEMPO 1850 D,LLK-AC-1850D-ETACOM,2,LLK-AC-1850D,1.0,CORR,LLK,2023-02-28,2023-04-08,2023-03-01,926.0,2023_CORRECTIF
B7214T0007,SOUFFLEUSE SBO 20 SIDEL,B7214T0007-RS-PS-09,4,B7214T0007-RS-PS,3.0,CORR,LLK,2023-03-01,2023-04-08,2023-03-01,1425177.354310207,2023_CORRECTIF
B7214T0007,SOUFFLEUSE SBO 20 SIDEL,B7214T0007,1,,,CORR,LLK,2023-03-01,2023-03-07,2023-03-07,1967.317351529979,2023_CORRECTIF
B7214T0008,SOUFFLEUSE SBO 20 SIDEL,B7214T0008-RS-PS-01,4,B7214T0008-RS-PS,3.0,CORR,LLK,2023-03-01,2023-04-08,2023-03-01,0.0,2023_CORRECTIF
B7216T8002,REMPLISSEUSE SF SELECT 140/15C,B7216T8002,1,,,CORR,ELKS_UAP1,2023-03-01,2023-06-01,2023-03-01,281.66889269166666,2023_CORRECTIF
B7220T8001,MONOBLOC,B7220T8001,1,,,CORR,ELKS_UAP1,2023-03-01,2023-06-01,2023-03-01,560.68,2023_CORRECTIF
B7252T0032,ETIQUETEUSE,B7252T0032,1,,,CORR,ELKS_UAP2,2023-03-01,2023-06-01,2023-03-02,2148.7136126,2023_CORRECTIF
B7252T8005,ETIQUETEUSE SACMI OPERA 300,B7252T8005,1,,,CORR,ELKS_UAP1,2023-03-01,2023-06-01,2023-03-02,838.945814,2023_CORRECTIF
B7270T0200,SLEEVEUSE,B7270T0200-S004,2,B7270T0200,1.0,CORR,ELKS_UAP2,2023-03-01,2023-06-01,2023-03-01,2493.29804425,2023_CORRECTIF
B7272T0016,FARDELEUSE TSM 4 SDI CERMEX-OC,B7272T0016-ENTRAI-NA,3,B7272T0016-ENTRAI,2.0,CORR,LLK,2023-03-01,2023-04-08,2023-03-02,8651.347792279363,2023_CORRECTIF
B7284T0029,PALETTISEUR P432-SCARA (P432-20) CERMEX,B7284T0029-PINTER-BI,3,B7284T0029-PINTER,2.0,CORR,LLK,2023-03-01,2023-04-08,2023-03-01,26011.747510490233,2023_CORRECTIF
B7284T0031,PALETTISEUR,B7284T0031-078,3,B7284T0031-003,2.0,CORR,ELKS_UAP2,2023-03-01,2023-06-01,2023-03-01,332.43973923333334,2023_CORRECTIF
B8713T0012,STATION D OSMOSE N°2(SDA),B8713T0012,1,,,CORR,ELKS_UAP1,2023-03-01,2023-06-01,2023-03-13,80.47682648333334,2023_CORRECTIF
B6220T0002,VMC  B(SDA),B6220T0002,1,,,CORR,ELKS_UAP2,2023-03-02,2023-06-01,2023-03-02,1156.35937621414,2023_CORRECTIF
B7214T0007,SOUFFLEUSE SBO 20 SIDEL,B7214T0007-RS-PS-06,4,B7214T0007-RS-PS,3.0,CORR,LLK,2023-03-02,2023-04-08,2023-03-03,186.66666666666666,2023_CORRECTIF
B7214T0007,SOUFFLEUSE SBO 20 SIDEL,B7214T0007-RS-PS-02,4,B7214T0007-RS-PS,3.0,CORR,LLK,2023-03-02,2023-04-08,2023-03-02,0.0,2023_CORRECTIF
B7214T0010,SOUFFLEUSE SBO 20 SIDEL,B7214T0010-RS-PS-07,4,B7214T0010-RS-PS,3.0,CORR,LLK,2023-03-02,2023-04-08,2023-03-02,706.0,2023_CORRECTIF
B7214T0010,SOUFFLEUSE SBO 20 SIDEL,B7214T0010-RS-PS-02,4,B7214T0010-RS-PS,3.0,CORR,LLK,2023-03-02,2023-04-08,2023-03-03,211.8,2023_CORRECTIF
B7214T8001,SOUFFLEUSE SBO 20 5767,B7214T8001,1,,,CORR,ELKS_UAP1,2023-03-02,2023-06-01,2023-03-02,160.95365296666668,2023_CORRECTIF
B7216T0011,REMPLISSEUSE Combi SF SELECT GL 90/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN,B7216T0011-BOUCHEUSE,2,B7216T0011,1.0,CORR,LLK,2023-03-02,2023-04-08,2023-03-02,182.38333333333333,2023_CORRECTIF
B7252T0032,ETIQUETEUSE,B7252T0032-S024,3,B7252T0032-S002,2.0,CORR,ELKS_UAP2,2023-03-02,2023-06-01,2023-03-02,161910.06690657602,2023_CORRECTIF
B7252T8005,ETIQUETEUSE SACMI OPERA 300,B7252T8005,1,,,CORR,ELKS_UAP1,2023-03-02,2023-06-01,2023-03-02,978.7701163333334,2023_CORRECTIF
B7252T8005,ETIQUETEUSE SACMI OPERA 300,B7252T8005,1,,,CORR,ELKS_UAP1,2023-03-02,2023-06-01,2023-03-02,2843.622946,2023_CORRECTIF
B7254T0012,DATEUR JET D'ANCRE/A520I / K8204HN,B7254T0012-S001,2,B7254T0012,1.0,CORR,ELKS_UAP2,2023-03-02,2023-06-01,2023-03-02,664.8794784666667,2023_CORRECTIF
B7272T0016,FARDELEUSE TSM 4 SDI CERMEX-OC,B7272T0016,1,,,CORR,LLK,2023-03-02,2023-04-08,2023-03-02,38616.36147676736,2023_CORRECTIF
B7272T0027,FARDELEUSE VARIOPAC PRO,,,,,CORR,ELKS_UAP2,2023-03-02,,2024-04-01,0.0,2024_CORRECTIF
B7272T8000,FARDELEUSE TSM 4 SDI,B7272T8000,1,,,CORR,ELKS_UAP1,2023-03-02,2023-06-01,2023-03-10,1376.3985316416668,2023_CORRECTIF
B7284T0026,PALETTISEUR P432-SCARA (P432-20) CERMEX,B7284T0026-ARMELE,2,B7284T0026,1.0,CORR,LLK,2023-03-02,2023-04-08,2023-03-02,840.0,2023_CORRECTIF
B7284T0031,PALETTISEUR,B7284T0031,1,,,CORR,ELKS_UAP2,2023-03-02,2023-06-01,2023-03-02,770.6335290666667,2023_CORRECTIF
B7284T8001,PALETTISEUR P432-SCARA,B7284T8001,1,,,CORR,ELKS_UAP1,2023-03-02,2023-06-01,2023-03-02,926.7652269608292,2023_CORRECTIF
B8657T0031,CLIMATISEUR MCC CIAT 28000W CLIMC28C,B8657T0031,1,,,CORR,BS1,2023-03-02,2023-03-02,2023-03-02,419.8333333333333,2023_CORRECTIF
LLK-AC-1850E,Compresseur 40 bars TEMPO 1850 E Cojek,LLK-AC-1850E-ETACOM,2,LLK-AC-1850E,1.0,CORR,LLK,2023-03-02,2023-04-08,2023-03-02,432514.2908534448,2023_CORRECTIF
B7214T0007,SOUFFLEUSE SBO 20 SIDEL,B7214T0007-RS-PS-09,4,B7214T0007-RS-PS,3.0,CORR,LLK,2023-03-03,2023-04-08,2023-03-03,205.33333333333334,2023_CORRECTIF
B7216T0011,REMPLISSEUSE Combi SF SELECT GL 90/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN,B7216T0011-BOUCHE-TV,3,B7216T0011-BOUCHEUSE,2.0,CORR,LLK,2023-03-03,2023-04-08,2023-03-03,830.6666666666666,2023_CORRECTIF
B7252T0029,ETIQUETEUSE OPERA 300 SACMI,B7252T0029-GRETIQ,2,B7252T0029,1.0,CORR,LLK,2023-03-03,2023-04-08,2023-03-03,190.002,2023_CORRECTIF
B7272T0016,FARDELEUSE TSM 4 SDI CERMEX-OC,B7272T0016,1,,,CORR,LLK,2023-03-03,2023-04-08,2023-03-03,101983.4783167056,2023_CORRECTIF
B7284T0027,PALETTISEUR P432-SCARA (P432-20) CERMEX,B7284T0027-MAGPAL,2,B7284T0027,1.0,CORR,LLK,2023-03-03,2023-04-08,2023-03-03,653.73,2023_CORRECTIF
LLK-AC-1850D,Compresseur 40 bars TEMPO 1850 D,LLK-AC-1850D,1,,,CORR,LLK,2023-03-03,2023-04-23,2023-04-23,3412.5,2023_CORRECTIF
LLK-AC-1850D,Compresseur 40 bars TEMPO 1850 D,LLK-AC-1850D-ETACOM,2,LLK-AC-1850D,1.0,CORR,LLK,2023-03-03,2023-04-08,2023-03-03,5236.0,2023_CORRECTIF
LLK-AC-1850E,Compresseur 40 bars TEMPO 1850 E Cojek,LLK-AC-1850E-ETACOM,2,LLK-AC-1850E,1.0,CORR,LLK,2023-03-03,2023-04-08,2023-03-03,3944.0,2023_CORRECTIF
B7216T0011,REMPLISSEUSE Combi SF SELECT GL 90/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN,B7216T0011-BOUCHEUSE,2,B7216T0011,1.0,CORR,LLK,2023-03-04,2023-04-08,2023-03-04,147.08333333333334,2023_CORRECTIF
B7272T0015,FARDELEUSE TSM 4 SDI CERMEX-OC,B7272T0015,1,,,CORR,LLK,2023-03-04,2023-04-08,2023-03-05,1195.392,2023_CORRECTIF
B3529R0523-S002,ECHANGEUR TERLET 2(SDA),B3529R0523-S030,2,B3529R0523-S002,1.0,CORR,ELKS_UAP2,2023-03-05,2023-06-01,2023-03-06,223.2263601,2023_CORRECTIF
B6220T0002,VMC  B(SDA),B6220T0002,1,,,CORR,ELKS_UAP2,2023-03-05,2023-06-01,2023-03-05,185.64813938,2023_CORRECTIF
B6220T0002,VMC  B(SDA),B6220T0002,1,,,CORR,ELKS_UAP2,2023-03-05,2023-06-01,2023-03-05,2859.007938187679,2023_CORRECTIF
B6315T0005,HOMOGENEISATEUR RB,B6315T0005,1,,,CORR,ELKS_UAP1,2023-03-05,2023-06-01,2023-03-06,124.424883175,2023_CORRECTIF
B7202T8002,DECAISSEUSE,B7202T8002,1,,,CORR,ELKS_UAP1,2023-03-05,2023-06-01,2023-03-05,26192.431921557116,2023_CORRECTIF
B7210T8004,LAVEUSE BOUTEILLES(SDA),B7210T8004,1,,,CORR,ELKS_UAP1,2023-03-05,2023-06-01,2023-03-05,1477.0722225,2023_CORRECTIF
B7214T0007,SOUFFLEUSE SBO 20 SIDEL,B7214T0007,1,,,CORR,LLK,2023-03-05,2023-04-08,2023-03-05,449.71805288849197,2023_CORRECTIF
B7216T0011,REMPLISSEUSE Combi SF SELECT GL 90/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN,B7216T0011-BOUCHE-TV,3,B7216T0011-BOUCHEUSE,2.0,CORR,LLK,2023-03-05,2023-04-08,2023-03-05,0.0,2023_CORRECTIF
B7216T0013,REMPLISSEUSE Combi SF SELECT BV 140/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN,B7216T0013-BOUCHE-CB,3,B7216T0013-BOUCHEUSE,2.0,CORR,LLK,2023-03-05,2023-04-08,2023-03-05,8289.690430579987,2023_CORRECTIF
B7222T8003,ROBOT DE CONDIT - ENCAISSEUSE -,B7222T8003,1,,,CORR,ELKS_UAP1,2023-03-05,2023-06-01,2023-03-06,418.179845,2023_CORRECTIF
B7222T8003,ROBOT DE CONDIT - ENCAISSEUSE -,B7222T8003,1,,,CORR,ELKS_UAP1,2023-03-05,2023-06-01,2023-03-05,484.2133791,2023_CORRECTIF
B7252T0021,ETIQUETEUSE OPERA 300 SACMI,B7252T0021-STINFE-CA,3,B7252T0021-STINFE,2.0,CORR,LLK,2023-03-05,2023-04-08,2023-03-05,0.0,2023_CORRECTIF
B7260T0001,PASTEURISATEUR,B7260T0001,1,,,CORR,ELKS_UAP2,2023-03-05,2023-06-01,2023-03-06,446.4527202,2023_CORRECTIF
B7260T0001,PASTEURISATEUR,B7260T0001,1,,,CORR,ELKS_UAP2,2023-03-05,2023-06-01,2023-03-06,223.2263601,2023_CORRECTIF
B7284T0026,PALETTISEUR P432-SCARA (P432-20) CERMEX,B7284T0026-CONMEC,2,B7284T0026,1.0,CORR,LLK,2023-03-05,2023-03-05,2023-03-05,1067.0,2023_CORRECTIF
B7284T0027,PALETTISEUR P432-SCARA (P432-20) CERMEX,B7284T0027-PINTER,2,B7284T0027,1.0,CORR,LLK,2023-03-05,2023-03-05,2023-03-05,164.73333333333332,2023_CORRECTIF
LLK-AC-1850E,Compresseur 40 bars TEMPO 1850 E Cojek,LLK-AC-1850E-ETACOM,2,LLK-AC-1850E,1.0,CORR,LLK,2023-03-05,2023-04-08,2023-03-07,8756.5,2023_CORRECTIF
B7203T0001,DEPALETTISEUR,B7203T0001,1,,,CORR,ELKS_UAP2,2023-03-06,2023-06-01,2023-03-06,17163.635007491375,2023_CORRECTIF
B7214T0007,SOUFFLEUSE SBO 20 SIDEL,B7214T0007-RS-PS-06,4,B7214T0007-RS-PS,3.0,CORR,LLK,2023-03-06,2023-04-08,2023-03-06,0.0,2023_CORRECTIF
B7214T0008,SOUFFLEUSE SBO 20 SIDEL,B7214T0008,1,,,CORR,LLK,2023-03-06,2023-04-08,2023-03-06,389367.40674983565,2023_CORRECTIF
B7214T0010,SOUFFLEUSE SBO 20 SIDEL,B7214T0010-RS-PS-08,4,B7214T0010-RS-PS,3.0,CORR,LLK,2023-03-06,2023-04-08,2023-03-07,25435.47552173416,2023_CORRECTIF
B7222T8003,ROBOT DE CONDIT - ENCAISSEUSE -,B7222T8003,1,,,CORR,ELKS_UAP1,2023-03-06,,2023-03-06,21108.310492733995,2023_CORRECTIF
B7222T8003,ROBOT DE CONDIT - ENCAISSEUSE -,B7222T8003,1,,,CORR,ELKS_UAP1,2023-03-06,2023-06-01,2023-03-06,56059.23588582463,2023_CORRECTIF
B7270T0200,SLEEVEUSE,B7270T0200,1,,,CORR,ELKS_UAP2,2023-03-06,2023-06-01,2023-03-06,124.0146445,2023_CORRECTIF
B7272T0015,FARDELEUSE TSM 4 SDI CERMEX-OC,B7272T0015-ENTRAI-NA,3,B7272T0015-ENTRAI,2.0,CORR,LLK,2023-03-06,2023-04-08,2023-03-06,176.5,2023_CORRECTIF
B7274T8001,POSEUSE DE POIGNEES TWIN PACKS,B7274T8001,1,,,CORR,ELKS_UAP1,2023-03-06,2023-06-01,2023-03-07,224.75333333333333,2023_CORRECTIF
B7284T0027,PALETTISEUR P432-SCARA (P432-20) CERMEX,B7284T0027-GRPROD,2,B7284T0027,1.0,CORR,LLK,2023-03-06,2023-04-08,2023-03-07,163.33333333333334,2023_CORRECTIF
B8657T0050,CENTRALE DE TRAITEMENT D'AIR SALLE BLANCHE UAP1(SDA),B8657T0050,1,,,CORR,ELKS_DM_UT,2023-03-06,2023-06-01,2023-03-06,283801.4472275116,2023_CORRECTIF
DMC-COMMUN,COMMUN,DMC-COMMUN-DIVERS,2,,,CORR,DMO,2023-03-06,2023-03-06,2023-03-06,163.49044640345485,2023_CORRECTIF
B6220T0002,VMC  B(SDA),B6220T0002,1,,,CORR,ELKS_UAP2,2023-03-07,2023-06-01,2023-03-07,74.4087867,2023_CORRECTIF
B7214T0008,SOUFFLEUSE SBO 20 SIDEL,B7214T0008-ARMELE,2,B7214T0008,1.0,CORR,LLK,2023-03-07,2023-03-19,2023-03-20,2003.75,2023_CORRECTIF
B7214T0010,SOUFFLEUSE SBO 20 SIDEL,B7214T0010-RS-PS-01,4,B7214T0010-RS-PS,3.0,CORR,LLK,2023-03-07,2023-04-08,2023-03-07,515.9397321178983,2023_CORRECTIF
B7214T0010,SOUFFLEUSE SBO 20 SIDEL,B7214T0010-ALPREF-RA,3,B7214T0010-ALPREF,2.0,CORR,LLK,2023-03-07,2023-04-08,2023-03-08,698.9166666666666,2023_CORRECTIF
B7216T0012,REMPLISSEUSE Combi SF SELECT GL 90/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN,B7216T0012-REMPLI-CA,3,B7216T0012-REMPLI,2.0,CORR,LLK,2023-03-07,2023-04-08,2023-03-07,1259.9551890479122,2023_CORRECTIF
B7216T0012,REMPLISSEUSE Combi SF SELECT GL 90/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN,B7216T0012-BOUCHE-TV,3,B7216T0012-BOUCHEUSE,2.0,CORR,LLK,2023-03-07,2023-04-08,2023-03-07,331.3333333333333,2023_CORRECTIF
B7222T0006-J01,Remplisseuse semi automatique seau ASSILA,B7222T0006-J01,1,,,CORR,ELKS_UAP1,2023-03-07,2023-06-01,2023-03-07,5909.034745722765,2023_CORRECTIF
B7252T0021,ETIQUETEUSE OPERA 300 SACMI,B7252T0021-GRETIQ,2,B7252T0021,1.0,CORR,LLK,2023-03-07,2023-04-08,2023-03-08,363.3333333333333,2023_CORRECTIF
B7252T8003,ETIQUETEUSE DE BOUTEILLES  25 CL,B7252T8003,1,,,CORR,ELKS_UAP1,2023-03-07,2023-06-01,2023-03-07,885.2450913166666,2023_CORRECTIF
B7252T8003,ETIQUETEUSE DE BOUTEILLES  25 CL,B7252T8003,1,,,CORR,ELKS_UAP1,2023-03-07,2023-06-01,2023-03-08,201671.15925549789,2023_CORRECTIF
B7284T0027,PALETTISEUR P432-SCARA (P432-20) CERMEX,B7284T0027-PINTER-BI,3,B7284T0027-PINTER,2.0,CORR,LLK,2023-03-07,2023-03-07,2023-03-07,0.0,2023_CORRECTIF
B7759T0020,CONVOYEUR MECANIQUE  GEBO,B7759T0020,1,,,CORR,LLK,2023-03-07,2023-03-07,2023-03-07,633.0,2023_CORRECTIF
B8636T8003,TOUR DE REFROIDISSEMENT PP,B8636T8003,1,,,CORR,ELKS_UAP1,2023-03-07,2023-06-01,2023-04-05,114.31,2023_CORRECTIF
LLK-AC-1850E,Compresseur 40 bars TEMPO 1850 E Cojek,LLK-AC-1850E-ETACOM,2,LLK-AC-1850E,1.0,CORR,LLK,2023-03-07,2023-04-08,2023-03-07,2826.65,2023_CORRECTIF
B6220T0001,VMC  A(SDA),B6220T0001-S128,3,B6220T0001-S012,2.0,CORR,ELKS_UAP2,2023-03-08,2023-06-01,2023-03-08,53500.47944203356,2023_CORRECTIF
B7214T0007,SOUFFLEUSE SBO 20 SIDEL,B7214T0007-RS-PS-07,4,B7214T0007-RS-PS,3.0,CORR,LLK,2023-03-08,2023-04-08,2023-03-08,410.8333333333333,2023_CORRECTIF
B7214T0007,SOUFFLEUSE SBO 20 SIDEL,B7214T0007-FOURIR-RE,3,B7214T0007-FOURIR,2.0,CORR,LLK,2023-03-08,2023-04-08,2023-03-09,0.0,2023_CORRECTIF
B7214T0008,SOUFFLEUSE SBO 20 SIDEL,B7214T0008-FOURIR-MC,3,B7214T0008-FOURIR,2.0,CORR,LLK,2023-03-08,2023-04-08,2023-03-08,51144.744643168204,2023_CORRECTIF
B7214T0008,SOUFFLEUSE SBO 20 SIDEL,B7214T0008-RS-PS-10,4,B7214T0008-RS-PS,3.0,CORR,LLK,2023-03-08,2023-04-08,2023-03-08,316.5,2023_CORRECTIF
B7214T0010,SOUFFLEUSE SBO 20 SIDEL,B7214T0010,1,,,CORR,LLK,2023-03-08,2023-04-08,2023-03-09,0.0,2023_CORRECTIF
B7214T0010,SOUFFLEUSE SBO 20 SIDEL,B7214T0010-ALPREF-RA,3,B7214T0010-ALPREF,2.0,CORR,LLK,2023-03-08,2023-04-08,2023-03-08,8818.93233600605,2023_CORRECTIF
B7220T8001,MONOBLOC,B7220T8001,1,,,CORR,ELKS_UAP1,2023-03-08,2023-06-01,2023-03-08,500.543342275,2023_CORRECTIF
B7220T8001,MONOBLOC,B7220T8001,1,,,CORR,ELKS_UAP1,2023-03-08,2023-06-01,2023-03-08,241.43047945,2023_CORRECTIF
