EREQ_CODE,EREQ_DESCRIPTION,EREQ_LEVEL,EREQ_PARENT_EQUIPMENT,EREQ_SYSTEM_EQUIPMENT,EREQ_CREATION_DATE,EREQ_EQUIPMENT_STATUS,EREQ_CATEGORY,EREQ_ENTITY,EREQ_ZONE,EREQ_COSTCENTRE
B3970T0075,ARMOIRE ECLAIRAGE NIVEAU 17 INTERESTR   IEE,1,,B3970T0075,2019-11-19,NORMAL,B3970,BRH,BRH-IEE,CGS-D-INTERESTR
B3970T0080,ARMOIRE DROP7,1,,B3970T0080,2019-11-19,NORMAL,B3970,BRH,BRH-S600,HUILE-D-RAFH
B3970T0042-01,ARMOIRE DE COMMANDE  ET DE PUISSANCE GEA-EX,1,,B3970T0042-01,2019-11-19,NORMAL,B3970,BRH,BRH-S500,HUILE-D-RAFH
B3970T0043-01,ARMOIRE DE COMMANDE ET PUISSANCE DESMET-EX,1,,B3970T0043-01,2019-11-19,NORMAL,B3970,BRH,BRH-S600,HUILE-D-RAFH
B6040D0102,ROBOT IML Bac +anse  1.8kg ,1,,B6040D0102,2019-11-20,NORMAL,B6040,UPL_TO1,UPL-RB,PLAS-D-USET
CIRCUITS DE DEPOTAGE,CIRCUIT DE DEPOTAGE QUAI 24 / QUAI 26,1,,CIRCUITS DE DEPOTAGE,2018-11-26,NORMAL,ALHUIL,BRH,BRH-HB,HUILE-D-RAFH
B7228R0006-124,AVANCEMENT PAPIER & DECOUPE-FD140-709 L2,3,B7228R0006-101,B7228T0006,2019-05-09,NORMAL,B7765,BMA,BMA-A12,CGS-D-MARG
B7716R0015,DESCENSEUR 02  L1,1,,B7716R0015,2019-10-24,,B7716,BMA,BMA-A11,CGS-D-MARG
B7716R0015-100,DESCENSEUR 02  L1,2,B7716R0015,B7716R0015,2019-10-24,,B7716,BMA,BMA-A11,CGS-D-MARG
B7716R0015-102,ASCENSEUR 02  L1,3,B7716R0015-101,B7716R0015,2019-10-24,,B7716,BMA,BMA-A11,CGS-D-MARG
B4313R0020-707,MOTEUR DE L'ASCENSEUR 02  L1,3,B7716R0015-101,B7716R0015,2019-10-24,,B4313,BMA,BMA-A11,CGS-D-MARG
BMA11-REDUCT-37,REDUCTEUR DE DE L'ASCENSEUR 02  L1,3,B7716R0015-101,B7716R0015,2019-10-24,,B3513,BMA,BMA-A11,CGS-D-MARG
B7716R0015-103,ROULEAUX DE L'ASCENSEUR 02  L1,2,B7716R0015,B7716R0015,2019-10-24,,B7761,BMA,BMA-A11,CGS-D-MARG
B7716R0015-104,ROULEAUX DE L'ASCENSEUR 02  L1,3,B7716R0015-103,B7716R0015,2019-10-24,,B7761,BMA,BMA-A11,CGS-D-MARG
B4313R0020-708,MOTEUR DE ROULEAUX DE L'ASCENSEUR 02  L1,3,B7716R0015-103,B7716R0015,2019-10-24,,B4313,BMA,BMA-A11,CGS-D-MARG
BMA11-REDUCT-38,REDUCTEUR DE ROULEAUX DE L'ASCENSEUR 02  L1,3,B7716R0015-103,B7716R0015,2019-10-24,,B3513,BMA,BMA-A11,CGS-D-MARG
B7716R0015-105,ROULEAUX MOTORISÉS D'ENTREE 01-DESCENSEUR 02  L1,2,B7716R0015,B7716R0015,2019-10-24,,B7761,BMA,BMA-A11,CGS-D-MARG
B7716R0015-106,ROULEAUX MOTORISÉS D'ENTREE 01-DESCENSEUR 02  L1,3,B7716R0015-105,B7716R0015,2019-10-24,,B7761,BMA,BMA-A11,CGS-D-MARG
B7252T0022-ARMELE-CL,CLIMATISEURS ETIQUETEUSE,3,B7252T0022-ARMELE,B7252T0022,2017-10-15,NORMAL,CLIMAT,LLK,LLK-L2,LLK-D-ULLK
B4742A1850-K002,PUPITRE DE COMMANDE REFROIDISSEURS VDM,2,B8638T0037,B8638T0037,2017-07-17,NORMAL,PCCONT,LLK,LLK-EG,LLK-D-ULLK
B4742A1850-K004,PUPITRE DE COMMANDE REFROIDISSEURS CTA 2/2,2,B8638T0039,B8638T0039,2017-07-17,NORMAL,PCCONT,LLK,LLK-EG,LLK-D-ULLK
B4742A0704-K002,PUPITRE DE COMMANDE REFROIDISSEURS GREEN BOX 2,2,B8634T0020,B8634T0020,2017-07-17,NORMAL,PCCONT,UPL_TO2,LLK-EGPL,PLAS-D-ULLK
SP-ARMELE-SUPERV,Postes de commande et de controles ,3,LLK-SP-COM,LLK-SP,2018-04-03,NORMAL,PCCONT,LLK,LLK-USP,LLK-D-ULLK
B3624R0201-TABCOM,TABLEAU DE COMMANDE,2,B3624R0201,B3624R0201,2017-07-17,NORMAL,PCCONT,LLK,LLK-RSI,LLK-D-ULLK
B8504T0001-COMCTR,Commandes  manuelles Sectionneur Basculant Ligne/MALT,2,B8504T0001,B8504T0001,2017-07-17,NORMAL,COMCTR,LLK,LLK-HT,LLK-D-ULLK
BCH04-PCCONT-01,POSTE COMMANDE ET CONTRÔLE SBO,2,B7214T0004,B7214T0004,2007-07-17,NORMAL,PCCONT,BCH,BCH04,HUILE-D-CDH
BCH05-PCCONT-05,POSTE COMMANDE ET CONTRÔLE FARDELEUSE,2,B7272T0006,B7272T0006,2011-01-25,NORMAL,PCCONT,BCH,BCH05,HUILE-D-CDH
BCH10-PUPITR-08,PUPITRE DE COMMANDE,2,B7282T0008,B7282T0008,2010-05-25,NORMAL,PUPITR,BCH,BCH10,HUILE-D-CDH
BCH04-COMPEL-03,COMPOSANTS ELECTRIQUES PALETTISEUR,3,BCH04-ARMELE-07,B7284T0004,2008-04-19,NORMAL,COMPEL,BCH,BCH04,HUILE-D-CDH
BCH10-COMPEL-05,COMPOSANTS ELECTRIQUE,3,BCH10-ARMELE-05,REB-BCH10-SOUFFL-05,2010-05-25,NORMAL,COMPEL,BCH,REB-BCH,HUILE-D-CDH
BCH04-COMPEL-01,COMPOSANTS ELECTRIQUES SBO,3,BCH04-ARMELE-01,B7214T0004,2007-07-17,NORMAL,COMPEL,BCH,BCH04,HUILE-D-CDH
BCH05-COMPEL-03,COMPOSANTS ELECTRIQUES REMPLISSEUSE,3,BCH05-ARMELE-04,B7216T0005,2007-07-17,NORMAL,COMPEL,BCH,BCH05,HUILE-D-CDH
B7790T0049-COMPEL,COMPOSANTS ELECTRIQUE QUAIS DE CHARGEMENT,2,B7790T0049,B7790T0049,2017-07-17,NORMAL,COMPEL,LLK,LLK-ENG,LLK-D-ULLK
B7790T0054-COMPEL,COMPOSANTS ELECTRIQUE QUAIS DE CHARGEMENT,2,B7790T0054,B7790T0054,2017-07-17,NORMAL,COMPEL,LLK,LLK-ENG,LLK-D-ULLK
BCH09-ARMELE-03,ARMOIRE ELECTRIQUE ECLAIRAGE ZONE SALLE DE SOUFFLAGE ECL3,3,BCH09-SALSOUF-01,B9305T0005,2019-04-10,NORMAL,ZFAMILLE,BCH,BCH09,HUILE-D-CDH
B7228R0005-117,PLIEUR LONGITIDUNAL GAUCHE-FD140-708 L2,4,B7228R0005-106,B7228T0005,2019-04-16,,B7242,BMA,BMA-A12,CGS-D-MARG
B7228R0005-118,PLIEUR LONGITIDUNAL DROIT-FD140-708 L2,4,B7228R0005-106,B7228T0005,2019-04-16,,B7242,BMA,BMA-A12,CGS-D-MARG
B7228R0005-115,TUBE DE REPOS-FD140-708 L2,3,B7228R0005-114,B7228T0005,2019-04-15,,ALPROD-PRCS,BMA,BMA-A12,CGS-D-MARG
B7228R0005-119,ROUE DE PLIAGE-FD140-708 L2,4,B7228R0005-106,B7228T0005,2019-04-16,,B7242,BMA,BMA-A12,CGS-D-MARG
B7228R0005-120,DISPOSITIF DU FIL DE COUPE-FD140-708 L2,4,B7228R0005-106,B7228T0005,2019-04-16,,B7287,BMA,BMA-A12,CGS-D-MARG
B7228R0005-121,PLAQUE D'EMBOUT-FD140-708 L2,3,B7228R0005-114,B7228T0005,2019-04-16,,B3288,BMA,BMA-A12,CGS-D-MARG
B7228R0005-123,GUIDE PAPIER-FD140-708 L2,3,B7228R0005-101,B7228T0005,2019-04-18,NORMAL,B7764,BMA,BMA-A12,CGS-D-MARG
BCH09-ARMDEP-01,ARMOIRE DEPORTE 4LB,3,BCH09-ZETIQU-01,B9305T0005,2019-04-18,NORMAL,ZFAMILLE,BCH,BCH09,HUILE-D-CDH
CIRCUIT_DEPOTAGE_10,CIRCUIT DE DEPOTAGE ACIDE SULFURIQUE DN80,2,CIRCUITS DE DEPOTAGE,CIRCUITS DE DEPOTAGE,2019-04-29,NORMAL,ALHUIL,BRH,BRH-HB,HUILE-D-RAFH
B8639T0001,PLATE FORME DE PROD. ET DISTR.EAU GLACEE PRESSES ET MOULE PREFORME,1,,B8639T0001,2019-05-08,NORMAL,ZFAMILLE,UPL_S,UPL_S-FR,PLAS-D-USET
B8639T0002,PLATE FORME PROD. ET DISTR. EAU GLACEE PRESSES ET MOULE (B/P),1,,B8639T0002,2019-05-08,NORMAL,ZFAMILLE,UPL_S,UPL_S-FR,PLAS-D-USET
B3679R0001-A001,Surpresseur de convoyage P761E,2,B6530T0019-A0001,B6530T0019-A0001,2019-02-04,NORMAL,B3670,BS1,BS1-SECH,SUCRE-D-RAFS
BCH07-CIRPRI-01,CIRCUIT PRIMAIRE,2,B8637T0012,B8637T0012,2019-04-09,NORMAL,B8637,BCH,BCH07,HUILE-D-CDH
BCH07-CIRSEC-01,CIRCUIT SECONDAIRE,2,B8637T0012,B8637T0012,2019-04-09,NORMAL,B8637,BCH,BCH07,HUILE-D-CDH
BRH-57P3S,GROUPE ELECTRO-POMPE D'ACIDE SULFURIQUE-  57P3S,1,,BRH-57P3S,2019-11-20,NORMAL,B3623,BRH,BRH-S57,HUILE-D-RAFH
B26F1-V26,CLAPET ANTI-RETOUR CIRCUIT COMMUN DE SOUFLAGE DES FILTRES B26F1F2 VERS B26C2,2,B6522T0013,B6522T0013,2019-11-20,NORMAL,B4727,BRH,BRH-B26,HUILE-D-RAFH
PT802-1,TRANSMETTEUR DE PRESSION DU BAC TAMPON HUILE DECOLOREE 802,3,B7103R9999-318,B7103T0318,2019-11-20,NORMAL,B4667,BRH,BRH-S800,HUILE-D-RAFH
TT802-1,TRANSMETTEUR DE TEMPERATURE DU BAC TAMPON HUILE DECOLOREE 802,3,B7103R9999-318,B7103T0318,2019-11-20,NORMAL,B4666,BRH,BRH-S800,HUILE-D-RAFH
B7228R0005-129,POMPE A VIS-FD140 L2,2,B7228T0005,B7228T0005,2019-04-18,,B3603,BMA,BMA-A12,CGS-D-MARG
BMA12-PVIS-01,POMPE A VIS-FD140 L2,3,B7228R0005-129,B7228T0005,2019-04-18,,B3603,BMA,BMA-A12,CGS-D-MARG
B4313R0020-706,MOTEUR-POMPE A VIS-FD140 L2,3,B7228R0005-129,B7228T0005,2019-04-18,,B4313,BMA,BMA-A12,CGS-D-MARG
BMA12-REDUCT-30,REDUCTEUR-POMPE A VIS-FD140 L2,3,B7228R0005-129,B7228T0005,2019-04-18,,B3513,BMA,BMA-A12,CGS-D-MARG
B7228R0005-128,MOTO-POMPE CENTRIFUGE A L'HUILE-FD140 L2,4,B7228R0005-127,B7228T0005,2019-04-18,,B3603,BMA,BMA-A12,CGS-D-MARG
B4313R0020-243,MOTEUR (P2-P07-M1)-POMPE MULTI (P2-P07),3,B6325R0002-130,B6325T0002,2009-02-04,,B4313,BMA,BMA-A12,CGS-D-MARG
B7282R0001-113,INSTRUMENTS- SFS 374-004 L2,2,B7282T0007,B7282T0007,2017-10-19,,B4514,BMA,BMA-A12,CGS-D-MARG
B7232T0004,POSE POIGNEE COL - LIGNE MF,1,,B7232T0004,2019-10-14,NORMAL,PPOIGN,BCH,BCH01,HUILE-D-CDH
BCH01-TRELPO-01,TREMIE ELEVATEUR POIGNEE,3,BCH01-APOIGN-02,B7232T0004,2019-10-14,NORMAL,ALPOIG,BCH,BCH01,HUILE-D-CDH
BCH01-TRANSM-08,TRANSMISSION POSEUSE POIGNEES MF,2,B7232T0004,B7232T0004,2019-10-14,NORMAL,ALPOIG,BCH,BCH01,HUILE-D-CDH
BCH01-ARMELE-14,ARMOIRE ETECTRIQUE POSE POIGNÉES MF,2,B7232T0004,B7232T0004,2019-10-14,NORMAL,ALPOIG,BCH,BCH01,HUILE-D-CDH
BCH01-TENFON-03,TOURELLE D'ENFONCEMENT POIGNEES 5LS,2,B7232T0004,B7232T0004,2019-10-14,NORMAL,ALPOIG,BCH,BCH01,HUILE-D-CDH
B4313R0020-709,MOTEUR DE ROULEAUX MOTORISÉS D'ENTREE 01-DESCENSEUR 02  L1,3,B7716R0015-105,B7716R0015,2019-10-24,,B4313,BMA,BMA-A11,CGS-D-MARG
B8516T0116-CBT,COMPARTIMENT COMMANDE BASSE TENSION,2,B8516T0116,B8516T0116,2017-07-17,NORMAL,COMPEL,LLK,LLK-MT,LLK-D-ULLK
B3970T0244-COMPEL,COMPOSANTS ELECTRIQUES ARMOIRE DE GESTION COMPRESSEUR 40 BARS,2,B3970T0244,B3970T0244,2017-07-17,NORMAL,COMPEL,LLK,LLK-AC,LLK-D-ULLK
B7272T0015-ARMELE-CE,COMPOSANTS ELECTRIQUE FARDELEUSE,3,B7272T0015-ARMELE,B7272T0015,2017-10-15,NORMAL,COMPEL,LLK,LLK-L1,LLK-D-ULLK
B7284T0019-C265,ARMOIRE ELECTRIQUE ET COMMANDES,3,B7284T0019-C116,B7284T0019,2017-11-07,NORMAL,B3970,BSC-DM,BSC-CPMV,SUCRE-D-CDSUC
BCH10-COMPNE-01,COMPOSANTS,3,BCH10-PARPNE-02,B7282T0008,2010-05-25,NORMAL,PNEMAT,BCH,BCH10,HUILE-D-CDH
REB-BCH06-ETACOM-07,DEUXIEME ETAGE,3,REB-BCH06-ETACOM-05,REB-BCH06-COMPRE-02,2011-05-15,REB,ETACOM,BCH,REB-BCH,HUILED
REB-BCH06-ETACOM-02,PREMIER ETAGE,3,REB-BCH06-ETACOM-01,REB-BCH06-COMPRE-01,2011-05-12,REB,ETACOM,BCH,REB-BCH,HUILED
REB-BCH07-CONDEN-01,CONDENSEUR P620 N°1,3,REB-BCH07-CIRFRI-01,REB-BCH07-REFROI-01,2007-07-17,REB,CONDEN,BCH,REB-BCH,HUILED
B7258T0001-DISDET-NI,EMSEMBLE CONTRÔLE NIVEAU,3,B7258T0001-DISDET,B7258T0001,2017-10-15,NORMAL,ENNIVEA,LLK,LLK-L1,LLK-D-ULLK
B7103T0070-STOCK2-VA,VANNERIES,3,B7103T0070-STOCK2,B7103T0070,2017-10-15,NORMAL,VANNES,LLK,LLK-FL,LLK-D-ULLK
B8713T0011-DS-VANNE,VANNERIES,3,B8713T0011-DS,B8713T0011,2018-04-10,NORMAL,VANNES,LLK,LLK-FL,LLK-D-ULLK
BCH03-CONMEC-06,ENTREE MACHINE,3,BCH03-ENTRAI-01,B7272T0003,2007-07-17,NORMAL,CONMEC,BCH,BCH03,HUILE-D-CDH
REB-BCH01-CONMEC-03,CONVOYEURS UNIFILAIRES,2,REB-BCH01-CONMEC-02,REB-BCH01-CONMEC-02,2011-01-14,REB,CONMEC,BCH,REB-BCH,ZCHARGE
REB-BCH01-CONMEC-11,CONVOYEURS A ROULEAUX BANDEROLEUSE,2,REB-BCH01-BANDER-01,REB-BCH01-BANDER-01,2011-01-14,REB,CONMEC,BCH,REB-BCH,ZCHARGE
B7790T0020,RAMPE DE CHARGEMENT N°05,1,,B7790T0020,2018-12-30,NORMAL,ZFAMILLE,BCH,BCH13,HUILE-D-CDH
B7790T0021,RAMPE DE CHARGEMENT N°06,1,,B7790T0021,2018-12-30,NORMAL,ZFAMILLE,BCH,BCH13,HUILE-D-CDH
BCH10-CLIMAT-02,CLIMATISEUR ARMOIRE ELECTRIQUE,3,BCH10-ARMELE-14,B7214T0001,2019-01-02,NORMAL,ZFAMILLE,BCH,BCH10,HUILE-D-CDH
BCH10-CLIMAT-03,CLIMATISEUR ARMOIRE ELECTRIQUE,3,BCH10-ARMELE-14,B7214T0001,2019-01-02,NORMAL,ZFAMILLE,BCH,BCH10,HUILE-D-CDH
BCH10-CLIMAT-05,CLIMATISEUR ARMOIRE ELECTRIQUE,3,BCH10-ARMELE-08,B7216T0007,2019-01-02,NORMAL,ZFAMILLE,BCH,BCH10,HUILE-D-CDH
BCH10-CLIMAT-06,CLIMATISEUR ARMOIRE ELECTRIQUE,3,BCH10-ARMELE-09,B7252T0009,2019-01-02,NORMAL,ZFAMILLE,BCH,BCH10,HUILE-D-CDH
BCH10-CLIMAT-07,CLIMATISEUR ARMOIRE ELECTRIQUE,4,BCH10-COFELE-01,B7272T0007,2019-01-02,NORMAL,ZFAMILLE,BCH,BCH10,HUILE-D-CDH
BCH11-PLAQDI-01,PLAQUE DESTRUBITEUR,3,BCH11-CANACH-03,B6001T0007,2014-10-09,NORMAL,B6001,UPL_S,UPL_S-ML,PLAS-D-USET
BCH10-CLIMAT-09,CLIMATISEUR ARMOIRE ELECTRIQUE,3,BCH10-ARMELE-12,B7284T0012,2019-01-02,NORMAL,ZFAMILLE,BCH,BCH10,HUILE-D-CDH
BCH11-PLAQAP-03,Plaque d'appui du distributeur,3,BCH11-CANACH-05,B6001T0009,2014-10-19,NORMAL,ZFAMILLE,UPL_S,UPL_S-ML,PLAS-D-USET
BCH09-ZOSILOCLIM-01,ZONE SILO COMMANDE CLIMATISATION,3,BCH09-ZONSIL-01,B9305T0005,2019-04-10,NORMAL,ZFAMILLE,BCH,BCH09,HUILE-D-CDH
BCH09-PCCLIM-01,PCC CENTRALE DE CLIMATISATION,4,BCH09-ZOSILOCLIM-01,B9305T0005,2019-04-10,NORMAL,ZFAMILLE,BCH,BCH09,HUILE-D-CDH
BCH09-INTSECTA-01,INTERRUPTEUR SECTIONNEUR CTA N°01,4,BCH09-ZOSILOCLIM-01,B9305T0005,2019-04-10,NORMAL,ZFAMILLE,BCH,BCH09,HUILE-D-CDH
BCH09-TURMOTCTA-01,TURBO MOTEUR CTA N°01,4,BCH09-ZOSILOCLIM-01,B9305T0005,2019-04-10,NORMAL,ZFAMILLE,BCH,BCH09,HUILE-D-CDH
BCH09-INTSECCTA-02,INTERUPTEUR SECTIONNEUR CTA N°02,4,BCH09-ZOSILOCLIM-01,B9305T0005,2019-04-10,NORMAL,ZFAMILLE,BCH,BCH09,HUILE-D-CDH
BCH09-TURMOTCTA-02,TURBO MOTEUR CTA N°02,4,BCH09-ZOSILOCLIM-01,B9305T0005,2019-04-10,NORMAL,ZFAMILLE,BCH,BCH09,HUILE-D-CDH
BCH09-COLONES-01,COLONNE N°1  COTE SILO,3,BCH09-TGBTEN-04,B3971T0007,2019-04-14,NORMAL,COLONE,BCH,BCH09,HUILE-D-CDH
TT-2901A,TRANSMETTEUR DE TEMPERATURE DU BAC DES ACIDES GRAS 2901A,3,B7101R9999-16,B7101T0016,2019-12-03,NORMAL,B4666,BRH,BRH-HB,HUILE-D-RAFH
TT-2901B,TRANSMETTEUR DE TEMPERATURE DU BAC DES ACIDES GRAS 2901B,3,B7101R9999-17,B7101T0017,2019-12-03,NORMAL,B4666,BRH,BRH-HB,HUILE-D-RAFH
LAH-1710D,DETECTEUR DE NIVEAU HAUT DU BAC 1710D,3,B7101R9999-15,B7101T0015,2009-06-23,NORMAL,B4633,BRH,BRH-HB,HUILE-D-RAFH
LAL-1710D,DETECTEUR DE NIVEAU BAS DU BAC 1710D,3,B7101R9999-15,B7101T0015,2019-12-03,NORMAL,B4633,BRH,BRH-HB,HUILE-D-RAFH
HBTCV2901A,VANNE THERMOSTATIQUE DE VAPEUR A L'ENTREE DU BAC 2901A,3,B7101R9999-16,B7101T0016,2019-12-03,NORMAL,B4727,BRH,BRH-HB,HUILE-D-RAFH
HBTCV2901B,VANNE THERMOSTATIQUE DE VAPEUR A L'ENTREE DU BAC 2901B,3,B7101R9999-17,B7101T0017,2019-12-03,NORMAL,B4727,BRH,BRH-HB,HUILE-D-RAFH
HBXV2901A10,VANNE DE REMPLISSAGE DU BAC 2901A,3,B7101R9999-16,B7101T0016,2019-12-03,NORMAL,B4727,BRH,BRH-HB,HUILE-D-RAFH
HBXV2901D10,VANNE DE REMPLISSAGE DU BAC 2901D,3,B7101R9999-17,B7101T0017,2019-12-03,NORMAL,B4727,BRH,BRH-HB,HUILE-D-RAFH
HBXV2901A20,VANNE MANUELLE SORTIE DU BAC 2901A VERS LE CHARGEMENT DES CAMIONS,3,B7101R9999-16,B7101T0016,2019-12-03,NORMAL,B4727,BRH,BRH-HB,HUILE-D-RAFH
HBXV2901B20,VANNE MANUELLE SORTIE DU BAC 2901B VERS LE CHARGEMENT DES CAMIONS,3,B7101R9999-17,B7101T0017,2019-12-03,NORMAL,B4727,BRH,BRH-HB,HUILE-D-RAFH
S24-COL-VAPEUR,COLLECTEUR PRINCIPAL VAPEUR 12BARS,1,,S24-COL-VAPEUR,2020-02-13,NORMAL,B4727,BRH,BRH-S24,HUILE-D-RAFH
S24-COL-VAPEUR-3BAR,COLLECTEUR PRINCIPAL VAPEUR 3BARS,1,,S24-COL-VAPEUR-3BAR,2020-02-13,NORMAL,B4727,BRH,BRH-S24,HUILE-D-RAFH
B7205T0101,CUVE DE STOCKAGE 125L,3,B6225T0003-S011,B6225T0003-S001,2020-03-25,NORMAL,B7103,ELKS_UAP2,UAP2-PR-MT,SAUCE-D-MOUTARDE
B7258T0012-S017,PUSHER,3,B7258T0012-S004,B7258T0012,2020-03-25,NORMAL,B7258,ELKS_UAP2,UAP2-COPET,SAUCE-D-PET
B7258T0012-S018,DISPOSITIF DE REGLAGE,3,B7258T0012-S004,B7258T0012,2020-03-25,NORMAL,B7258,ELKS_UAP2,UAP2-COPET,SAUCE-D-PET
B7258T0012-S019,GLISSIERE,3,B7258T0012-S004,B7258T0012,2020-03-25,NORMAL,B7258,ELKS_UAP2,UAP2-COPET,SAUCE-D-PET
B7258T0012-S020,SUPPORT,3,B7258T0012-S004,B7258T0012,2020-03-25,NORMAL,B7258,ELKS_UAP2,UAP2-COPET,SAUCE-D-PET
B8713T0014,UNITE D OSMOS 2° PASSE,1,,B8713T0014,2020-02-27,NORMAL,B8713,ELKS_UAP1,UAP1-BS-PE,COMMUN-I-UELKSR
B3688T0014,GENERATEUR D 'AZOTE TORNADO N°2,1,,B3688T0014,2020-02-27,NORMAL,B3688,ELKS_DM_UT,ELKS_UT-AC,SAUCE-D-UTILITES
B3688T0015,GENERATEUR D 'AZOTE TORNADO N°3,1,,B3688T0015,2020-02-27,NORMAL,B3688,ELKS_DM_UT,ELKS_UT-AC,SAUCE-D-UTILITES
B3543R0500-J001,RESERVOIR D AIR GALVANISE N°1,1,,B3543R0500-J001,2020-02-27,NORMAL,B3543,ELKS_DM_UT,ELKS_UT-AC,SAUCE-D-UTILITES
B3543R0500-J002,RESERVOIR D AIR GALVANISE N°2,1,,B3543R0500-J002,2020-02-27,NORMAL,B3543,ELKS_DM_UT,ELKS_UT-AC,SAUCE-D-UTILITES
B3543R0500-J003,RESERVOIR D AIR GALVANISE N°3,1,,B3543R0500-J003,2020-02-27,NORMAL,B3543,ELKS_DM_UT,ELKS_UT-AC,SAUCE-D-UTILITES
B3549R0501,RESERVOIR D AIR GALVANISE N°1 2000L,1,,B3549R0501,2020-02-27,NORMAL,B3549,ELKS_DM_UT,ELKS_UT-AC,SAUCE-D-UTILITES
B3668R6500,COMPRESSEUR ABC,1,,B3668R6500,2020-02-27,NORMAL,B3668,ELKS_DM_UT,ELKS_UT-AC,SAUCE-D-UTILITES
B3669T0022,COMPRESSEUR 7 BAR N°1,1,,B3669T0022,2020-02-27,NORMAL,B3669,ELKS_DM_UT,ELKS_UT-AC,COMMUN-I-UELKSR
B3669T0023,COMPRESSEUR 7 BAR N°2,1,,B3669T0023,2020-02-27,NORMAL,B3669,ELKS_DM_UT,ELKS_UT-AC,COMMUN-I-UELKSR
B3669T0024,COMPRESSEUR 7 BAR N°3,1,,B3669T0024,2020-02-27,NORMAL,B3669,ELKS_DM_UT,ELKS_UT-AC,COMMUN-I-UELKSR
B7109R0007,BALLON DE STOCKAGE D'AIR N°01,1,,B7109R0007,2020-02-27,NORMAL,B7109,ELKS_DM_UT,ELKS_UT-AC,COMMUN-I-UELKSR
B7109R0007-J001,BALLON DE STOCKAGE D'AIR N°02,1,,B7109R0007-J001,2020-02-27,NORMAL,B7109,ELKS_DM_UT,ELKS_UT-AC,COMMUN-I-UELKSR
B3549R0502,RESERVOIR D AIR GALVANISE N°2 3000L,1,,B3549R0502,2020-02-27,NORMAL,B3549,ELKS_DM_UT,ELKS_UT-AC,COMMUN-I-UELKSR
B3677R0214,SECHEUR PAR REFRIGERATION,1,,B3677R0214,2020-02-27,NORMAL,B3677,ELKS_DM_UT,ELKS_UT-AC,COMMUN-I-UELKSR
B3677R0213,SECHEUR PAR ABSORBTION ULTRA ECONOMIQUE,1,,B3677R0213,2020-02-27,NORMAL,B3677,ELKS_DM_UT,ELKS_UT-AC,COMMUN-I-UELKSR
B3970T0308,TABLEAU DISTRIBUTION AIR,1,,B3970T0308,2020-02-27,NORMAL,B3970,ELKS_DM_UT,ELKS_UT-AC,COMMUN-I-UELKSR
B3970T0309,ARMOIRE DE COMMANDE,1,,B3970T0309,2020-02-27,NORMAL,B3970,ELKS_DM_UT,ELKS_UT-AC,COMMUN-I-UELKSR
B7284T0033-S005,MODULE COMPLÉMENTAIRE ET TETE PRENEUSE POUR AXILIAIRES,2,B7284T0033,B7284T0033,2020-03-24,NORMAL,B7284,ELKS_UAP2,UAP2-COPET,SAUCE-D-PET
B7284T0033-S006,TETE PRENEUSE POUR AUXILLIAIRE,2,B7284T0033,B7284T0033,2020-03-24,NORMAL,B7284,ELKS_UAP2,UAP2-COPET,SAUCE-D-PET
B7284T0033-S007,CIRCUIT PNEUMATIQUE,2,B7284T0033,B7284T0033,2020-03-24,NORMAL,B7284,ELKS_UAP2,UAP2-COPET,SAUCE-D-PET
B7284T0033-S008,MAGASIN,2,B7284T0033,B7284T0033,2020-03-24,NORMAL,B7284,ELKS_UAP2,UAP2-COPET,SAUCE-D-PET
B7284T0033-S009,POSTE DE COMMANDE CENTRAL AVEC ECRAN TACTILE,2,B7284T0033,B7284T0033,2020-03-24,NORMAL,B3969,ELKS_UAP2,UAP2-COPET,SAUCE-D-PET
B7284T0033-S010,ARMOIRE ELECTRIQUE,2,B7284T0033,B7284T0033,2020-03-24,NORMAL,B3906,ELKS_UAP2,UAP2-COPET,SAUCE-D-PET
B7286T0001-S001,CHASSIS,2,B7286T0024,B7286T0024,2020-03-24,NORMAL,B7286,ELKS_UAP2,UAP2-COPET,SAUCE-D-PET
B7286T0001-S002,BRAS VERTICAL,2,B7286T0024,B7286T0024,2020-03-24,NORMAL,B7286,ELKS_UAP2,UAP2-COPET,SAUCE-D-PET
PT_E2682C_4_2,TRANSMETTEUR DE PRESSION 02 DU BAC E2682C-4,3,B7101R9999-057,B7101T0057,2019-11-25,NORMAL,B4667,BRH,BRH-ISTOCK,HUILE-D-RAFH
V_E2682C_2,ELECTROVANNE CIRCUIT D'INJECTION VAPEUR VERS LE BAC E2682C-2,3,B7101R9999-055,B7101T0055,2019-11-25,NORMAL,B4727,BRH,BRH-ISTOCK,HUILE-D-RAFH
V_E2682C_3,ELECTROVANNE CIRCUIT D'INJECTION VAPEUR VERS LE BAC E2682C-3,3,B7101R9999-056,B7101T0056,2019-11-25,NORMAL,B4727,BRH,BRH-ISTOCK,HUILE-D-RAFH
V_E2682C_4,ELECTROVANNE CIRCUIT D'INJECTION VAPEUR VERS LE BAC E2682C-4,3,B7101R9999-057,B7101T0057,2019-11-25,NORMAL,B4727,BRH,BRH-ISTOCK,HUILE-D-RAFH
