WOWO_SYSTEM_EQUIPMENT,WOWO_EQUIPMENT_DESCRIPTION,WOWO_DECLARATION_DATE,WOWO_END_DATE,WOWO_CREATION_DATE,WOWO_JOB_TYPE,WOWO_EQUIPMENT_LEVEL,WOWO_EQUIPMENT,maintenance_parent_code,maintenance_parent_level,WOWO_JOB_CLASS,WOWO_TOTAL_COST,source,label_quality,WOWO_ACTION_ENTITY
B7258T0014,CHECKMAT'SORTIE SOUTIREUSE',2023-06-07,2023-06-25,2023-06-07,PREV,1,B7258T0014,,,PREVEN,0.0,2023_PREVENTIF,HIGH,ELKS_UAP2
B7258T0015,INSPECTRICE BOUTEILLE REMPLIE PET(SDA),2023-06-07,2023-06-25,2023-06-07,PREV,1,B7258T0015,,,PREVEN,0.0,2023_PREVENTIF,HIGH,ELKS_UAP1
B7258T0016,INSPECTRICE BOUTEILLE REMPLIE  25 CL(SDA),2023-06-07,2023-06-25,2023-06-07,PREV,1,B7258T0016,,,PREVEN,0.0,2023_PREVENTIF,HIGH,ELKS_UAP1
B7260T0001,PASTEURISATEUR,2023-06-07,2023-11-12,2023-06-07,PREV,1,B7260T0001,,,PREVEN,570.4673647,2023_PREVENTIF,HIGH,ELKS_UAP2
B7260T8001,PASTEURISATEUR REFROIDI À TUNNEL(SDA),2023-06-07,2023-11-12,2023-06-07,PREV,1,B7260T8001,,,PREVEN,5322.603271675966,2023_PREVENTIF,HIGH,ELKS_UAP1
B7262T8001,STERILISATEUR,2023-06-07,2023-06-25,2023-06-07,PREV,1,B7262T8001,,,PREVEN,0.0,2023_PREVENTIF,HIGH,ELKS_UAP1
B7264T0001,ALIMENTATEUR BOUCHON E18.3147,2023-06-07,2023-11-12,2023-06-07,PREV,1,B7264T0001,,,PREVEN,148.8175734,2023_PREVENTIF,HIGH,ELKS_UAP2
B7264T0002,ALIMENTATEUR BOUCHON E18.3148,2023-06-07,2023-06-07,2023-06-07,CORR,2,B7264T0002-S002,B7264T0002,1.0,MECA,13582.41044426473,2023_CORRECTIF,HIGH,ELKS_UAP2
B7264T0002,ALIMENTATEUR BOUCHON E18.3148,2023-06-07,2023-11-12,2023-06-07,PREV,1,B7264T0002,,,PREVEN,198.4234312,2023_PREVENTIF,HIGH,ELKS_UAP2
B7264T0003,ALIMENTATEUR BOUCHON,2023-06-07,2023-11-12,2023-06-07,PREV,1,B7264T0003,,,PREVEN,173.6205023,2023_PREVENTIF,HIGH,ELKS_UAP2
B7270T0200,SLEEVEUSE,2023-06-07,2023-06-07,2023-06-07,CORR,2,B7270T0200-S005,B7270T0200,1.0,MECA,148.8175734,2023_CORRECTIF,HIGH,ELKS_UAP2
B7270T0200,SLEEVEUSE,2023-06-07,2023-11-12,2023-06-07,PREV,1,B7270T0200,,,PREVEN,74.4087867,2023_PREVENTIF,HIGH,ELKS_UAP2
B7272T0017,FARDELEUSE L3,2023-06-07,2023-07-05,2023-06-07,PREV,2,B7272T0017-FOURFA,B7272T0017,1.0,PREVEN,186.66666666666666,2023_PREVENTIF,HIGH,LLK
B7272T0017,FARDELEUSE L3,2023-06-07,2023-07-05,2023-06-07,PREV,2,B7272T0017-ENTRAI,B7272T0017,1.0,PREVEN,0.0,2023_PREVENTIF,HIGH,LLK
B7272T0017,FARDELEUSE L3,2023-06-07,2023-07-05,2023-06-07,PREV,2,B7272T0017-ENTPRO,B7272T0017,1.0,PREVEN,0.0,2023_PREVENTIF,HIGH,LLK
B7272T0017,FARDELEUSE L3,2023-06-07,2023-07-16,2023-06-07,PREV,2,B7272T0017-TRFILM,B7272T0017,1.0,PREVEN,83.96666666666667,2023_PREVENTIF,HIGH,LLK
B7272T0017,FARDELEUSE L3,2023-06-07,2023-07-05,2023-06-07,PREV,1,B7272T0017,,,PREVEN,0.0,2023_PREVENTIF,HIGH,LLK
B7272T0027,FARDELEUSE VARIOPAC PRO,2023-06-07,2023-11-12,2023-06-07,PREV,1,B7272T0027,,,PREVEN,595.2702936,2023_PREVENTIF,HIGH,ELKS_UAP2
B7272T0028,FARDELEUSE VARIOPAC PRO,2023-06-07,2023-06-25,2023-06-07,PREV,1,B7272T0028,,,PREVEN,0.0,2023_PREVENTIF,HIGH,ELKS_UAP2
B7272T8000,FARDELEUSE TSM 4 SDI,2023-06-07,2023-06-25,2023-06-07,PREV,1,B7272T8000,,,PREVEN,52928.052002951496,2023_PREVENTIF,HIGH,ELKS_UAP1
B7274T8001,POSEUSE DE POIGNEES TWIN PACKS,2023-06-07,2023-06-25,2023-06-07,PREV,1,B7274T8001,,,PREVEN,0.0,2023_PREVENTIF,HIGH,ELKS_UAP1
B7284R8003,CONVOYEUR PALETTES 'EMBALLAGE',2023-06-07,2023-06-25,2023-06-07,PREV,1,B7284R8003,,,PREVEN,0.0,2023_PREVENTIF,HIGH,ELKS_UAP2
B7284T0027,PALETTISEUR P432-SCARA (P432-20) CERMEX,2023-06-07,2023-06-07,2023-06-07,CORR,2,B7284T0027-CONMEC,B7284T0027,1.0,MECA,579.8940801552376,2023_CORRECTIF,HIGH,LLK
B7284T0029,PALETTISEUR P432-SCARA (P432-20) CERMEX,2023-06-07,2023-07-05,2023-06-07,PREV,2,B7284T0029-MAGPAL,B7284T0029,1.0,PREVEN,112.0,2023_PREVENTIF,HIGH,LLK
B7284T0029,PALETTISEUR P432-SCARA (P432-20) CERMEX,2023-06-07,2023-07-16,2023-06-07,PREV,2,B7284T0029-GRPROD,B7284T0029,1.0,PREVEN,93.33333333333333,2023_PREVENTIF,HIGH,LLK
B7284T0029,PALETTISEUR P432-SCARA (P432-20) CERMEX,2023-06-07,2023-07-05,2023-06-07,PREV,2,B7284T0029-PINTER,B7284T0029,1.0,PREVEN,144.66666666666666,2023_PREVENTIF,HIGH,LLK
B7284T0031,PALETTISEUR,2023-06-07,2023-11-12,2023-06-07,PREV,1,B7284T0031,,,PREVEN,520.8615069,2023_PREVENTIF,HIGH,ELKS_UAP2
B7284T0033,PALETTISEUR,2023-06-07,2023-06-25,2023-06-07,PREV,1,B7284T0033,,,PREVEN,0.0,2023_PREVENTIF,HIGH,ELKS_UAP2
B7284T8001,PALETTISEUR P432-SCARA,2023-06-07,2023-06-25,2023-06-07,PREV,1,B7284T8001,,,PREVEN,0.0,2023_PREVENTIF,HIGH,ELKS_UAP1
B7286T0002,BANDEROLEUSE ATLANTA,2023-06-07,2023-06-25,2023-06-07,PREV,1,B7286T0002,,,PREVEN,0.0,2023_PREVENTIF,HIGH,ELKS_UAP2
B7286T0023,BANDEROLEUSE SEMI AUTOMATIQUE,2023-06-07,2023-06-25,2023-06-07,PREV,1,B7286T0023,,,PREVEN,0.0,2023_PREVENTIF,HIGH,ELKS_UAP1
B7286T0024,BANDEROLEUSE ATLANTA,2023-06-07,2023-06-25,2023-06-07,PREV,1,B7286T0024,,,PREVEN,0.0,2023_PREVENTIF,HIGH,ELKS_UAP2
B7290T8001,HOUSSEUSE COMBI PAL 2000,2023-06-07,2023-06-25,2023-06-07,PREV,1,B7290T8001,,,PREVEN,0.0,2023_PREVENTIF,HIGH,ELKS_UAP1
B7542T0001,DISPOSITIF DE LUBRIFICATION DES CONVOYEURS,2023-06-07,2023-06-25,2023-06-07,PREV,1,B7542T0001,,,PREVEN,0.0,2023_PREVENTIF,HIGH,ELKS_UAP2
B7542T0002,DISPOSITIF DE LUBRIFICATION DES CONVOYEURS,2023-06-07,2023-06-25,2023-06-07,PREV,1,B7542T0002,,,PREVEN,0.0,2023_PREVENTIF,HIGH,ELKS_UAP2
B7759T0022,CONVOYEURS FARDEAUX,2023-06-07,2023-06-25,2023-06-07,PREV,1,B7759T0022,,,PREVEN,0.0,2023_PREVENTIF,HIGH,ELKS_UAP2
B7759T0023,CONVOYEURS BOCALES,2023-06-07,2023-06-07,2023-06-08,CORR,1,B7759T0023,,,MECA,173.62050229999997,2023_CORRECTIF,HIGH,ELKS_UAP2
B8008T0012,PONT BASCULE,2023-06-07,2023-06-25,2023-06-07,PREV,1,B8008T0012,,,PREVEN,0.0,2023_PREVENTIF,HIGH,ELKS_DM_UT
B8602T0011,CHAUDIERE BABCOCK N°01,2023-06-07,2023-06-25,2023-06-07,PREV,1,B8602T0011,,,PREVEN,0.0,2023_PREVENTIF,HIGH,ELKS_DM_UT
B8602T0012,CHAUDIERE BABCOCK N°02,2023-06-07,2023-06-25,2023-06-07,PREV,1,B8602T0012,,,PREVEN,0.0,2023_PREVENTIF,HIGH,ELKS_DM_UT
B8607T0011,SKID EAU CHAUD T85°,2023-06-07,2023-06-25,2023-06-07,PREV,1,B8607T0011,,,PREVEN,6404.8884081854685,2023_PREVENTIF,HIGH,ELKS_DM_UT
B8627T0136,CHAMBRE FROIDE NEGATIVE -18°C(SDA),2023-06-07,2023-06-25,2023-06-07,PREV,1,B8627T0136,,,PREVEN,0.0,2023_PREVENTIF,HIGH,ELKS_DM_UT
B8636T0051,TOUR DE REFROIDISSEMENT COMPRESSEUR ABC,2023-06-07,2023-06-25,2023-06-07,PREV,1,B8636T0051,,,PREVEN,0.0,2023_PREVENTIF,HIGH,ELKS_DM_UT
B8636T0052,TOUR DE REFROIDISSEMENT TUNNEL PASTEURISATEUR,2023-06-07,2023-06-25,2023-06-07,PREV,1,B8636T0052,,,PREVEN,0.0,2023_PREVENTIF,HIGH,ELKS_DM_UT
B8638R5990-J01,BAC DE STOCKAGE EAU CHILLER,2023-06-07,2023-06-25,2023-06-07,PREV,1,B8638R5990-J01,,,PREVEN,0.0,2023_PREVENTIF,HIGH,ELKS_DM_UT
B8638T0055,GROUPE DE PRODUCTION EAU GLACE N°1,2023-06-07,2023-06-25,2023-06-07,PREV,1,B8638T0055,,,PREVEN,0.0,2023_PREVENTIF,HIGH,ELKS_DM_UT
B8638T0056,GROUPE DE PRODUCTION EAU GLACE N°2,2023-06-07,2023-06-25,2023-06-07,PREV,1,B8638T0056,,,PREVEN,0.0,2023_PREVENTIF,HIGH,ELKS_DM_UT
B8638T8001,CHILLER GREENBOX N°01,2023-06-07,2023-06-25,2023-06-07,PREV,1,B8638T8001,,,PREVEN,0.0,2023_PREVENTIF,HIGH,ELKS_DM_UT
B8638T8002,CHILLER GREENBOX N°02,2023-06-07,2023-06-25,2023-06-07,PREV,1,B8638T8002,,,PREVEN,2019.8513528639223,2023_PREVENTIF,HIGH,ELKS_DM_UT
B8638T8003,CHILLER GREENBOX N°03,2023-06-07,2023-06-25,2023-06-07,PREV,1,B8638T8003,,,PREVEN,0.0,2023_PREVENTIF,HIGH,ELKS_DM_UT
B8638T8004,CHILLER GREENBOX N°04,2023-06-07,2023-06-25,2023-06-07,PREV,1,B8638T8004,,,PREVEN,0.0,2023_PREVENTIF,HIGH,ELKS_DM_UT
B8657T0038-S003,CENTRALE DE TRAITEMENT D'AIR N°1(SDA),2023-06-07,2023-06-25,2023-06-07,PREV,1,B8657T0038-S003,,,PREVEN,0.0,2023_PREVENTIF,HIGH,ELKS_DM_UT
B8657T0038-S004,CENTRALE DE TRAITEMENT D'AIR N°2(SDA),2023-06-07,2023-06-25,2023-06-07,PREV,1,B8657T0038-S004,,,PREVEN,0.0,2023_PREVENTIF,HIGH,ELKS_DM_UT
B8657T0038-S005,CENTRALE DE TRAITEMENT D'AIR N°3(SDA),2023-06-07,2023-06-25,2023-06-07,PREV,1,B8657T0038-S005,,,PREVEN,0.0,2023_PREVENTIF,HIGH,ELKS_DM_UT
B8657T0050,CENTRALE DE TRAITEMENT D'AIR SALLE BLANCHE UAP1(SDA),2023-06-07,2023-06-25,2023-06-07,PREV,1,B8657T0050,,,PREVEN,0.0,2023_PREVENTIF,HIGH,ELKS_DM_UT
B8657T0051,CENTRALE DE TRAITEMENT D'AIR NOUVELLE SIROPERIE(SDA),2023-06-07,2023-06-25,2023-06-07,PREV,1,B8657T0051,,,PREVEN,8752.249106620946,2023_PREVENTIF,HIGH,ELKS_DM_UT
B8713T0012,STATION D OSMOSE N°2(SDA),2023-06-07,2023-06-25,2023-06-07,PREV,1,B8713T0012,,,PREVEN,0.0,2023_PREVENTIF,HIGH,ELKS_UAP1
B8713T8001,STATION D OSMOSE N°1(SDA),2023-06-07,2023-06-25,2023-06-07,PREV,1,B8713T8001,,,PREVEN,0.0,2023_PREVENTIF,HIGH,ELKS_UAP1
B8744T8001,POSTE DE DETENTE GAZ,2023-06-07,2023-06-25,2023-06-07,PREV,1,B8744T8001,,,PREVEN,0.0,2023_PREVENTIF,HIGH,ELKS_DM_UT
B9305T0001,BATIMENT,2023-06-07,,2023-06-07,CORR,1,B9305T0001,,,ELEC,876.5432413306681,2023_CORRECTIF,HIGH,LLK
ELKS_UAP1-N-BS-PR,Nouvelle siroperie,2023-06-07,2023-06-25,2023-06-07,PREV,2,B7103T0287,ELKS_UAP1-N-BS-PR,1.0,PREVEN,61560.0,2023_PREVENTIF,HIGH,ELKS_UAP1
ELKS_UAP1-N-BS-PR,Nouvelle siroperie,2023-06-07,2023-06-25,2023-06-07,PREV,2,B7101T0127,ELKS_UAP1-N-BS-PR,1.0,PREVEN,0.0,2023_PREVENTIF,HIGH,ELKS_UAP1
ELKS_UAP1-N-BS-PR,Nouvelle siroperie,2023-06-07,2023-06-09,2023-06-07,PREV,2,B7101T0127,ELKS_UAP1-N-BS-PR,1.0,PREVEN,575.8,2023_PREVENTIF,HIGH,ELKS_UAP1
B7214T0008,SOUFFLEUSE SBO 20 SIDEL,2023-06-08,2023-06-08,2023-06-08,CORR,3,B7214T0008-TRANSF-TB,B7214T0008-TRANSF,2.0,MECA,735.4166666666666,2023_CORRECTIF,HIGH,LLK
B7214T8001,SOUFFLEUSE SBO 20 5767,2023-06-08,2023-06-08,2023-06-08,CORR,1,B7214T8001,,,MECA,224.75333333333333,2023_CORRECTIF,HIGH,ELKS_UAP1
B7216T0011,REMPLISSEUSE Combi SF SELECT GL 90/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN,2023-06-08,2023-06-08,2023-06-09,CORR,3,B7216T0011-BOUCHE-BU,B7216T0011-BOUCHEUSE,2.0,MECA,0.0,2023_CORRECTIF,HIGH,LLK
B7216T0012,REMPLISSEUSE Combi SF SELECT GL 90/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN,2023-06-08,2023-06-08,2023-06-08,CORR,3,B7216T0012-TRANSF-TC,B7216T0012-TRANSF,2.0,MECA,0.0,2023_CORRECTIF,HIGH,LLK
B7216T0013,REMPLISSEUSE Combi SF SELECT BV 140/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN,2023-06-08,2023-06-08,2023-06-08,CORR,1,B7216T0013,,,MECA,4118.333333333333,2023_CORRECTIF,HIGH,LLK
B7217T0002,SOUTIREUSE,2023-06-08,2023-06-10,2023-06-08,PREV,1,B7217T0002,,,MECA,89906.6681270452,2023_PREVENTIF,HIGH,ELKS_UAP2
B7247T8002,REMPLISSEUSE ASEPTIQUE,2023-06-08,2023-06-08,2023-06-14,CORR,1,B7247T8002,,,MECA,1677.891628,2023_CORRECTIF,HIGH,ELKS_UAP1
B7272T0027,FARDELEUSE VARIOPAC PRO,2023-06-08,2023-06-08,2023-06-09,CORR,2,B7272T0027-S005,B7272T0027,1.0,ELEC,89.29054404,2023_CORRECTIF,HIGH,ELKS_UAP2
B7272T0027,FARDELEUSE VARIOPAC PRO,2023-06-08,2023-06-08,2023-06-09,CORR,1,B7272T0027,,,ELEC,124.0146445,2023_CORRECTIF,HIGH,ELKS_UAP2
B7284T8001,PALETTISEUR P432-SCARA,2023-06-08,2023-06-08,2023-06-08,CORR,1,B7284T8001,,,PNEU,599.1214735,2023_CORRECTIF,HIGH,ELKS_UAP1
B7284T8001,PALETTISEUR P432-SCARA,2023-06-08,2023-06-08,2023-06-08,CORR,1,B7284T8001,,,ZCLASS,4193.8503145,2023_CORRECTIF,HIGH,ELKS_UAP1
B7284T8001,PALETTISEUR P432-SCARA,2023-06-08,2023-06-08,2023-06-08,CORR,2,B7284T8001-J03,B7284T8001,1.0,MECA,13168.36199408341,2023_CORRECTIF,HIGH,ELKS_UAP1
B7752T0019,TRANSPORTEUR A BANDE         TB18,2023-06-08,,2023-06-08,CORR,1,B7752T0019,,,,1633967.7288789945,2023_CORRECTIF,HIGH,BSL
B8602T0011,CHAUDIERE BABCOCK N°01,2023-06-08,2023-11-12,2023-06-08,PREV,1,B8602T0011,,,PREVEN,1562.3061212,2023_PREVENTIF,HIGH,ELKS_DM_UT
B8638T0029,GROUPE FROID YORK A741E,2023-06-08,2023-06-08,2023-06-08,CORR,1,B8638T0029,,,FC,18880.05922149511,2023_CORRECTIF,HIGH,BS1
B7214T0007,SOUFFLEUSE SBO 20 SIDEL,2023-06-09,2023-06-09,2023-06-09,CORR,4,B7214T0007-RS-PS-16,B7214T0007-RS-PS,3.0,MECA,0.0,2023_CORRECTIF,HIGH,LLK
B7214T0008,SOUFFLEUSE SBO 20 SIDEL,2023-06-09,2023-06-09,2023-06-09,CORR,3,B7214T0008-TRANSF-TB,B7214T0008-TRANSF,2.0,MECA,2820.0,2023_CORRECTIF,HIGH,LLK
B7214T0010,SOUFFLEUSE SBO 20 SIDEL,2023-06-09,2023-06-10,2023-06-10,CORR,3,B7214T0010-TRANSM-TR,B7214T0010-TRANSM,2.0,MECA,60435.25228805132,2023_CORRECTIF,HIGH,LLK
B7214T0010,SOUFFLEUSE SBO 20 SIDEL,2023-06-09,2023-06-09,2023-06-09,CORR,3,B7214T0010-TRANSF-TP,B7214T0010-TRANSF,2.0,MECA,0.0,2023_CORRECTIF,HIGH,LLK
B7214T0013,SOUFFLEUSE,2023-06-09,2023-11-12,2023-06-10,PREV,1,B7214T0013,,,PREVEN,23217.211359735298,2023_PREVENTIF,HIGH,ELKS_UAP2
B7247T8002,REMPLISSEUSE ASEPTIQUE,2023-06-09,2023-06-09,2023-06-14,CORR,1,B7247T8002,,,MECA,1398.2430233333334,2023_CORRECTIF,HIGH,ELKS_UAP1
ELKS_UAP1-N-BS-PR,Nouvelle siroperie,2023-06-09,2023-06-20,2023-06-21,PREV,1,ELKS_UAP1-N-BS-PR,,,CHAUDR,2952.3672762,2023_PREVENTIF,HIGH,ELKS_UAP1
B7214T0008,SOUFFLEUSE SBO 20 SIDEL,2023-06-10,2023-06-10,2023-06-10,CORR,4,B7214T0008-RS-PS-17,B7214T0008-RS-PS,3.0,MECA,410.916,2023_CORRECTIF,HIGH,LLK
B7216T0012,REMPLISSEUSE Combi SF SELECT GL 90/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN,2023-06-10,2023-06-10,2023-06-10,CORR,3,B7216T0012-BOUCHE-TV,B7216T0012-BOUCHEUSE,2.0,MECA,65.33333333333333,2023_CORRECTIF,HIGH,LLK
B7216T0013,REMPLISSEUSE Combi SF SELECT BV 140/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN,2023-06-10,2023-06-10,2023-06-10,CORR,3,B7216T0013-REMPLI-CA,B7216T0013-REMPLI,2.0,MECA,0.0,2023_CORRECTIF,HIGH,LLK
B7217T0002,SOUTIREUSE,2023-06-10,2023-11-12,2023-06-10,PREV,2,B7217T0002-S004,B7217T0002,1.0,PREVEN,362.12276194,2023_PREVENTIF,HIGH,ELKS_UAP2
B7247T8002,REMPLISSEUSE ASEPTIQUE,2023-06-10,2023-06-10,2023-06-10,CORR,1,B7247T8002,,,MECA,898.68221025,2023_CORRECTIF,HIGH,ELKS_UAP1
B7286T0019,BANDEROLEUSE AVEC COURONNE TOURNANTE GENESIS FUTURA L1,2023-06-10,2023-06-10,2023-06-12,CORR,2,B7286T0019-CHPC,B7286T0019,1.0,MECA,140.085,2023_CORRECTIF,HIGH,LLK
B8638T0056,GROUPE DE PRODUCTION EAU GLACE N°2,2023-06-10,2023-11-12,2023-06-14,CORR,1,B8638T0056,,,PREVEN,236060.5784854472,2023_CORRECTIF,HIGH,ELKS_DM_UT
B3669T0028,CENTRALE DE PRODUCTION D'AIR COMPRIMEE N°02 ZD3030,2023-06-11,,2023-06-11,CORR,2,BCH06-ARMELE-02,BCH06-COMPRE-02,2.0,ELEC,232231.57901620129,2023_CORRECTIF,HIGH,BCH
B7202T8002,DECAISSEUSE,2023-06-11,2023-06-11,2023-06-11,CORR,1,B7202T8002,,,PNEU,599.1214735,2023_CORRECTIF,HIGH,ELKS_UAP1
B7214T0007,SOUFFLEUSE SBO 20 SIDEL,2023-06-11,2023-06-11,2023-06-12,CORR,4,B7214T0007-RS-PS-09,B7214T0007-RS-PS,3.0,MECA,3267.549301758066,2023_CORRECTIF,HIGH,LLK
B7214T0008,SOUFFLEUSE SBO 20 SIDEL,2023-06-11,2023-06-11,2023-06-11,CORR,4,B7214T0008-RS-PS-11,B7214T0008-RS-PS,3.0,MECA,6011.041045455762,2023_CORRECTIF,HIGH,LLK
B7214T0008,SOUFFLEUSE SBO 20 SIDEL,2023-06-11,2023-06-11,2023-06-11,CORR,4,B7214T0008-RS-PS-17,B7214T0008-RS-PS,3.0,MECA,8868.5157228358,2023_CORRECTIF,HIGH,LLK
B7214T0008,SOUFFLEUSE SBO 20 SIDEL,2023-06-11,2023-06-11,2023-06-11,CORR,3,B7214T0008-TRANSM-TR,B7214T0008-TRANSM,2.0,MECA,7759.43187450303,2023_CORRECTIF,HIGH,LLK
B7214T8001,SOUFFLEUSE SBO 20 5767,2023-06-11,2023-06-11,2023-06-11,CORR,1,B7214T8001,,,MECA,14824.354947,2023_CORRECTIF,HIGH,ELKS_UAP1
B7217T0002,SOUTIREUSE,2023-06-11,2023-06-11,2023-06-12,CORR,2,B7217T0002-S004,B7217T0002,1.0,MECA,372.0439335,2023_CORRECTIF,HIGH,ELKS_UAP2
B7217T0002,SOUTIREUSE,2023-06-11,2023-11-12,2023-06-12,CORR,1,B7217T0002,,,PREVEN,311060.449348354,2023_CORRECTIF,HIGH,ELKS_UAP2
B7247T8002,REMPLISSEUSE ASEPTIQUE,2023-06-11,2023-06-11,2023-06-14,CORR,1,B7247T8002,,,MECA,559.2972093333333,2023_CORRECTIF,HIGH,ELKS_UAP1
B7254T0170,DATEUR INDUSTRIEL A JET D ENCRE,2023-06-11,2023-06-12,2023-06-12,CORR,1,B7254T0170,,,ELEC,148.8175734,2023_CORRECTIF,HIGH,ELKS_UAP2
B7284T0026,PALETTISEUR P432-SCARA (P432-20) CERMEX,2023-06-11,2023-06-11,2023-06-11,CORR,2,B7284T0026-CONMEC,B7284T0026,1.0,MECA,35339.603470780195,2023_CORRECTIF,HIGH,LLK
B7284T8001,PALETTISEUR P432-SCARA,2023-06-11,2023-06-11,2023-06-12,CORR,1,B7284T8001,,,ELEC,1897.2179994166668,2023_CORRECTIF,HIGH,ELKS_UAP1
B7286T0019,BANDEROLEUSE AVEC COURONNE TOURNANTE GENESIS FUTURA L1,2023-06-11,2023-06-12,2023-06-12,CORR,1,B7286T0019,,,MECA,2519.8333333333335,2023_CORRECTIF,HIGH,LLK
B7286T0019,BANDEROLEUSE AVEC COURONNE TOURNANTE GENESIS FUTURA L1,2023-06-11,2023-06-12,2023-06-11,CORR,2,B7286T0019-CHPC,B7286T0019,1.0,MECA,70.085,2023_CORRECTIF,HIGH,LLK
B7286T0019,BANDEROLEUSE AVEC COURONNE TOURNANTE GENESIS FUTURA L1,2023-06-11,2023-06-11,2023-06-11,CORR,2,B7286T0019-PCS,B7286T0019,1.0,ELEC,264.75,2023_CORRECTIF,HIGH,LLK
B7688R2000,CLIMATISATIONS,2023-06-11,2023-06-11,2023-06-11,CORR,1,B7688R2000,,,FC,7868.532515121203,2023_CORRECTIF,HIGH,BS1
B7688R2000,CLIMATISATIONS,2023-06-11,2023-06-11,2023-06-11,PREV,1,B7688R2000,,,FC,433.8333333333333,2023_PREVENTIF,HIGH,BS1
B8607T0012,SKID EAU CHAUD SANITAIRE,2023-06-11,2023-11-12,2023-06-18,PREV,1,B8607T0012,,,PREVEN,934.4666666666667,2023_PREVENTIF,HIGH,ELKS_DM_UT
B8636T0038-J02,TOUR DE REFROIDISSEMENT COMPRESSEUR N°3,2023-06-11,2023-06-11,2023-06-25,PREV,1,B8636T0038-J02,,,PREVEN,219.1528587,2023_PREVENTIF,HIGH,ELKS_UAP1
B7210T8004,LAVEUSE BOUTEILLES(SDA),2023-06-12,,2023-06-13,CORR,1,B7210T8004,,,ELEC,3003.26005365,2023_CORRECTIF,HIGH,ELKS_UAP1
B7210T8004,LAVEUSE BOUTEILLES(SDA),2023-06-12,2023-06-12,2023-06-12,CORR,1,B7210T8004,,,MECA,1077.0582703,2023_CORRECTIF,HIGH,ELKS_UAP1
B7210T8004,LAVEUSE BOUTEILLES(SDA),2023-06-12,2023-06-12,2023-06-26,PREV,1,B7210T8004,,,PREVEN,219.1528587,2023_PREVENTIF,HIGH,ELKS_UAP1
B7214T0008,SOUFFLEUSE SBO 20 SIDEL,2023-06-12,2023-06-19,2023-06-12,PREV,2,B7214T0008-ALPREF,B7214T0008,1.0,PREVEN,1221.3333333333333,2023_PREVENTIF,HIGH,LLK
B7214T0008,SOUFFLEUSE SBO 20 SIDEL,2023-06-12,2023-06-26,2023-06-12,PREV,1,B7214T0008,,,PREVEN,0.0,2023_PREVENTIF,HIGH,LLK
B7214T0008,SOUFFLEUSE SBO 20 SIDEL,2023-06-12,2023-06-26,2023-06-12,PREV,2,B7214T0008-TRANSF,B7214T0008,1.0,PREVEN,0.0,2023_PREVENTIF,HIGH,LLK
B7214T0008,SOUFFLEUSE SBO 20 SIDEL,2023-06-12,2023-06-19,2023-06-12,PREV,2,B7214T0008-FOURIR,B7214T0008,1.0,PREVEN,116775.44445724053,2023_PREVENTIF,HIGH,LLK
B7214T0008,SOUFFLEUSE SBO 20 SIDEL,2023-06-12,2023-06-26,2023-06-12,PREV,2,B7214T0008-RS,B7214T0008,1.0,PREVEN,2609.306887649113,2023_PREVENTIF,HIGH,LLK
B7216T0012,REMPLISSEUSE Combi SF SELECT GL 90/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN,2023-06-12,2023-07-10,2023-06-12,PREV,1,B7216T0012,,,PREVEN,0.0,2023_PREVENTIF,HIGH,LLK
B7217T0002,SOUTIREUSE,2023-06-12,2023-06-13,2023-06-14,CORR,2,B7217T0002-S004,B7217T0002,1.0,MECA,734.16669544,2023_CORRECTIF,HIGH,ELKS_UAP2
B7217T0002,SOUTIREUSE,2023-06-12,2023-06-12,2023-06-12,CORR,2,B7217T0002-S004,B7217T0002,1.0,ELEC,119.05405872,2023_CORRECTIF,HIGH,ELKS_UAP2
B7217T0002,SOUTIREUSE,2023-06-12,2023-06-12,2023-06-12,CORR,2,B7217T0002-S004,B7217T0002,1.0,MECA,322.4380757,2023_CORRECTIF,HIGH,ELKS_UAP2
B7217T0002,SOUTIREUSE,2023-06-12,2023-06-12,2023-06-12,CORR,1,B7217T0002,,,MECA,322.4380757,2023_CORRECTIF,HIGH,ELKS_UAP2
B7220T8001,MONOBLOC,2023-06-12,2023-06-12,2023-06-12,CORR,1,B7220T8001,,,MECA,22310.186127525372,2023_CORRECTIF,HIGH,ELKS_UAP1
B7220T8001,MONOBLOC,2023-06-12,2023-06-12,2023-06-26,PREV,1,B7220T8001,,,PREVEN,219.1528587,2023_PREVENTIF,HIGH,ELKS_UAP1
B7222T8003,ROBOT DE CONDIT - ENCAISSEUSE -,2023-06-12,2023-06-12,2023-06-26,PREV,1,B7222T8003,,,PREVEN,219.1528587,2023_PREVENTIF,HIGH,ELKS_UAP1
B7252T8003,ETIQUETEUSE DE BOUTEILLES  25 CL,2023-06-12,2023-06-12,2023-06-12,CORR,1,B7252T8003,,,ELEC,2662.93226395,2023_CORRECTIF,HIGH,ELKS_UAP1
